CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.496094 1771021762.6565
MEM 26.535156 1771021762.7568
MEM 29.355469 1771021762.8571
MEM 29.925781 1771021762.9573
MEM 32.871094 1771021763.0576
MEM 33.421875 1771021763.1578
MEM 36.191406 1771021763.2581
MEM 43.984375 1771021763.3585
MEM 46.753906 1771021763.4588
MEM 50.863281 1771021763.5590
MEM 57.414062 1771021763.6593
MEM 63.371094 1771021763.7596
MEM 71.964844 1771021763.8599
MEM 72.441406 1771021763.9603
MEM 74.175781 1771021764.0606
MEM 84.773438 1771021764.1610
MEM 84.371094 1771021764.2613
MEM 84.402344 1771021764.3616
MEM 85.238281 1771021764.4620
MEM 87.082031 1771021764.5623
MEM 87.574219 1771021764.6626
MEM 89.269531 1771021764.7629
MEM 92.253906 1771021764.8632
MEM 95.125000 1771021764.9635
MEM 97.593750 1771021765.0638
MEM 104.097656 1771021765.1641
MEM 106.570312 1771021765.2645
MEM 106.574219 1771021765.3648
MEM 107.175781 1771021765.4651
MEM 107.175781 1771021765.5654
MEM 107.175781 1771021765.6657
MEM 107.242188 1771021765.7660
MEM 107.242188 1771021765.8663
MEM 107.242188 1771021765.9666
MEM 107.242188 1771021766.0669
MEM 107.242188 1771021766.1672
MEM 107.242188 1771021766.2675
MEM 107.242188 1771021766.3678
MEM 107.601562 1771021766.4681
MEM 110.871094 1771021766.5684
MEM 112.625000 1771021766.6687
MEM 114.007812 1771021766.7690
MEM 118.941406 1771021766.8693
MEM 119.710938 1771021766.9696
MEM 119.714844 1771021767.0700
MEM 119.714844 1771021767.1703
MEM 119.882812 1771021767.2706
MEM 120.476562 1771021767.3709
MEM 122.066406 1771021767.4712
MEM 128.125000 1771021767.5716
MEM 128.136719 1771021767.6719
MEM 128.136719 1771021767.7723
MEM 128.140625 1771021767.8726
MEM 128.148438 1771021767.9729
MEM 124.171875 1771021768.0732
MEM 0.000000 1771021768.1736
