CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.332031 1782253628.8004
MEM 25.710938 1782253628.9007
MEM 34.546875 1782253629.0010
MEM 51.785156 1782253629.1020
MEM 61.304688 1782253629.2022
MEM 76.437500 1782253629.3025
MEM 87.257812 1782253629.4029
MEM 90.328125 1782253629.5032
MEM 96.664062 1782253629.6035
MEM 97.312500 1782253629.7039
MEM 97.488281 1782253629.8042
MEM 97.492188 1782253629.9044
MEM 97.496094 1782253630.0047
MEM 97.496094 1782253630.1050
MEM 97.496094 1782253630.2053
MEM 97.496094 1782253630.3057
MEM 97.496094 1782253630.4060
MEM 97.496094 1782253630.5063
MEM 97.496094 1782253630.6066
MEM 98.160156 1782253630.7069
MEM 103.902344 1782253630.8072
MEM 106.601562 1782253630.9075
MEM 110.429688 1782253631.0079
MEM 111.843750 1782253631.1082
MEM 114.976562 1782253631.2086
MEM 115.496094 1782253631.3089
MEM 115.898438 1782253631.4093
MEM 116.140625 1782253631.5095
MEM 116.179688 1782253631.6099
MEM 116.207031 1782253631.7103
MEM 115.222656 1782253631.8107
