CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1783950549.9988
MEM 26.250000 1783950550.0992
MEM 39.773438 1783950550.1994
MEM 54.613281 1783950550.2997
MEM 64.339844 1783950550.4000
MEM 78.367188 1783950550.5003
MEM 87.957031 1783950550.6006
MEM 96.785156 1783950550.7009
MEM 97.339844 1783950550.8012
MEM 97.523438 1783950550.9015
MEM 97.609375 1783950551.0017
MEM 97.992188 1783950551.1020
MEM 102.167969 1783950551.2023
MEM 106.429688 1783950551.3026
MEM 110.328125 1783950551.4029
MEM 112.058594 1783950551.5033
MEM 115.433594 1783950551.6036
MEM 116.003906 1783950551.7038
MEM 116.089844 1783950551.8041
MEM 116.136719 1783950551.9044
MEM 0.000000 1783950552.0050
