CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1784731038.9125
MEM 26.468750 1784731039.0128
MEM 41.441406 1784731039.1139
MEM 54.429688 1784731039.2142
MEM 64.433594 1784731039.3145
MEM 78.125000 1784731039.4148
MEM 87.445312 1784731039.5150
MEM 95.777344 1784731039.6153
MEM 97.406250 1784731039.7155
MEM 97.511719 1784731039.8157
MEM 97.511719 1784731039.9160
MEM 100.421875 1784731040.0162
MEM 105.226562 1784731040.1165
MEM 108.820312 1784731040.2168
MEM 110.917969 1784731040.3170
MEM 113.511719 1784731040.4172
MEM 115.457031 1784731040.5175
MEM 115.816406 1784731040.6178
MEM 115.992188 1784731040.7180
MEM 116.042969 1784731040.8182
MEM 115.214844 1784731040.9186
