CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1781797836.8759
MEM 29.437500 1781797836.9762
MEM 47.421875 1781797837.0772
MEM 54.664062 1781797837.1774
MEM 68.542969 1781797837.2777
MEM 83.660156 1781797837.3780
MEM 90.500000 1781797837.4782
MEM 97.539062 1781797837.5785
MEM 97.687500 1781797837.6787
MEM 97.687500 1781797837.7790
MEM 97.687500 1781797837.8793
MEM 101.128906 1781797837.9795
MEM 106.566406 1781797838.0798
MEM 110.914062 1781797838.1801
MEM 115.195312 1781797838.2804
MEM 116.082031 1781797838.3806
MEM 116.218750 1781797838.4809
MEM 116.328125 1781797838.5812
MEM 113.390625 1781797838.6815
