CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.128906 1767721350.2254
MEM 33.128906 1767721350.3278
MEM 52.550781 1767721350.4280
MEM 69.890625 1767721350.5283
MEM 85.480469 1767721350.6285
MEM 92.335938 1767721350.7288
MEM 97.585938 1767721350.8291
MEM 102.375000 1767721350.9294
MEM 102.750000 1767721351.0297
MEM 103.625000 1767721351.1300
MEM 103.750000 1767721351.2304
MEM 103.750000 1767721351.3307
MEM 103.750000 1767721351.4310
MEM 103.750000 1767721351.5313
MEM 103.750000 1767721351.6317
MEM 103.750000 1767721351.7320
MEM 103.750000 1767721351.8323
MEM 103.750000 1767721351.9327
MEM 103.750000 1767721352.0330
MEM 103.750000 1767721352.1333
MEM 103.750000 1767721352.2335
MEM 103.750000 1767721352.3338
MEM 103.750000 1767721352.4342
MEM 103.750000 1767721352.5345
MEM 103.750000 1767721352.6347
MEM 103.750000 1767721352.7350
MEM 103.750000 1767721352.8353
MEM 103.750000 1767721352.9355
MEM 103.750000 1767721353.0358
MEM 103.750000 1767721353.1361
MEM 103.750000 1767721353.2364
MEM 103.750000 1767721353.3368
MEM 103.750000 1767721353.4371
MEM 103.750000 1767721353.5374
MEM 103.750000 1767721353.6377
MEM 103.750000 1767721353.7380
MEM 103.750000 1767721353.8384
MEM 103.750000 1767721353.9387
MEM 103.750000 1767721354.0390
MEM 103.750000 1767721354.1393
MEM 103.750000 1767721354.2397
MEM 103.750000 1767721354.3400
MEM 103.750000 1767721354.4403
MEM 103.750000 1767721354.5407
MEM 103.750000 1767721354.6410
MEM 103.750000 1767721354.7413
MEM 103.750000 1767721354.8416
MEM 103.750000 1767721354.9419
MEM 103.750000 1767721355.0422
MEM 103.750000 1767721355.1425
MEM 103.750000 1767721355.2428
MEM 103.750000 1767721355.3432
MEM 103.750000 1767721355.4435
MEM 103.750000 1767721355.5438
MEM 103.750000 1767721355.6441
MEM 103.875000 1767721355.7444
MEM 103.875000 1767721355.8447
MEM 103.875000 1767721355.9451
MEM 103.875000 1767721356.0454
MEM 103.875000 1767721356.1457
MEM 103.875000 1767721356.2460
MEM 103.875000 1767721356.3464
MEM 103.875000 1767721356.4467
MEM 103.875000 1767721356.5470
MEM 103.875000 1767721356.6473
MEM 103.875000 1767721356.7476
MEM 103.875000 1767721356.8480
MEM 103.875000 1767721356.9482
MEM 103.875000 1767721357.0485
MEM 103.875000 1767721357.1488
MEM 104.000000 1767721357.2491
MEM 104.000000 1767721357.3494
MEM 104.000000 1767721357.4497
MEM 104.000000 1767721357.5499
MEM 104.000000 1767721357.6502
MEM 104.000000 1767721357.7505
MEM 104.000000 1767721357.8508
MEM 104.000000 1767721357.9511
MEM 104.000000 1767721358.0515
MEM 104.000000 1767721358.1518
MEM 104.000000 1767721358.2521
MEM 104.000000 1767721358.3524
MEM 104.000000 1767721358.4528
MEM 104.000000 1767721358.5531
MEM 104.000000 1767721358.6534
MEM 104.000000 1767721358.7537
MEM 104.000000 1767721358.8540
MEM 104.000000 1767721358.9543
MEM 104.000000 1767721359.0546
MEM 104.125000 1767721359.1549
MEM 104.125000 1767721359.2552
MEM 104.125000 1767721359.3555
MEM 104.125000 1767721359.4558
MEM 104.125000 1767721359.5561
MEM 104.125000 1767721359.6564
MEM 104.125000 1767721359.7567
MEM 104.125000 1767721359.8570
MEM 104.125000 1767721359.9573
MEM 103.257812 1767721360.0576
