CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.261719 1771286347.1127
MEM 32.761719 1771286347.2135
MEM 52.476562 1771286347.3137
MEM 69.812500 1771286347.4140
MEM 84.953125 1771286347.5142
MEM 92.402344 1771286347.6145
MEM 97.722656 1771286347.7148
MEM 102.335938 1771286347.8150
MEM 102.957031 1771286347.9153
MEM 103.820312 1771286348.0155
MEM 103.855469 1771286348.1158
MEM 103.855469 1771286348.2160
MEM 103.855469 1771286348.3162
MEM 103.855469 1771286348.4165
MEM 103.855469 1771286348.5167
MEM 103.855469 1771286348.6169
MEM 103.855469 1771286348.7172
MEM 103.855469 1771286348.8174
MEM 103.855469 1771286348.9176
MEM 103.855469 1771286349.0178
MEM 103.855469 1771286349.1181
MEM 103.855469 1771286349.2183
MEM 103.855469 1771286349.3185
MEM 103.863281 1771286349.4188
MEM 103.863281 1771286349.5190
MEM 103.863281 1771286349.6192
MEM 103.863281 1771286349.7194
MEM 103.863281 1771286349.8196
MEM 103.867188 1771286349.9199
MEM 103.867188 1771286350.0201
MEM 103.875000 1771286350.1203
MEM 103.875000 1771286350.2206
MEM 103.875000 1771286350.3208
MEM 103.878906 1771286350.4210
MEM 103.882812 1771286350.5213
MEM 103.882812 1771286350.6215
MEM 103.886719 1771286350.7217
MEM 103.886719 1771286350.8219
MEM 103.886719 1771286350.9222
MEM 103.886719 1771286351.0225
MEM 103.894531 1771286351.1227
MEM 103.902344 1771286351.2229
MEM 103.910156 1771286351.3231
MEM 103.910156 1771286351.4234
MEM 103.914062 1771286351.5236
MEM 103.917969 1771286351.6238
MEM 103.921875 1771286351.7240
MEM 103.929688 1771286351.8243
MEM 103.945312 1771286351.9245
MEM 103.953125 1771286352.0247
MEM 103.960938 1771286352.1249
MEM 103.968750 1771286352.2252
MEM 103.972656 1771286352.3255
MEM 103.980469 1771286352.4257
MEM 103.980469 1771286352.5259
MEM 103.988281 1771286352.6261
MEM 103.996094 1771286352.7264
MEM 104.003906 1771286352.8266
MEM 104.011719 1771286352.9269
MEM 104.019531 1771286353.0271
MEM 104.031250 1771286353.1274
MEM 104.035156 1771286353.2276
MEM 104.042969 1771286353.3278
MEM 104.050781 1771286353.4280
MEM 104.054688 1771286353.5283
MEM 104.070312 1771286353.6285
MEM 104.078125 1771286353.7287
MEM 104.085938 1771286353.8290
MEM 104.093750 1771286353.9292
MEM 104.101562 1771286354.0295
MEM 104.105469 1771286354.1297
MEM 104.113281 1771286354.2299
MEM 104.128906 1771286354.3301
MEM 104.132812 1771286354.4304
MEM 104.140625 1771286354.5306
MEM 104.148438 1771286354.6308
MEM 104.152344 1771286354.7311
MEM 104.164062 1771286354.8314
MEM 104.171875 1771286354.9316
MEM 104.175781 1771286355.0318
MEM 104.187500 1771286355.1320
MEM 104.195312 1771286355.2323
MEM 104.203125 1771286355.3325
MEM 104.210938 1771286355.4327
MEM 104.222656 1771286355.5329
MEM 104.230469 1771286355.6331
MEM 104.238281 1771286355.7334
MEM 104.242188 1771286355.8336
MEM 104.250000 1771286355.9339
MEM 104.265625 1771286356.0341
MEM 104.269531 1771286356.1344
MEM 104.277344 1771286356.2346
MEM 104.289062 1771286356.3348
MEM 104.292969 1771286356.4350
MEM 104.304688 1771286356.5353
MEM 104.312500 1771286356.6355
MEM 104.316406 1771286356.7357
MEM 104.328125 1771286356.8360
MEM 103.386719 1771286356.9362
