CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.453125 1771117777.7991
MEM 26.390625 1771117777.8994
MEM 30.664062 1771117777.9997
MEM 32.726562 1771117778.1000
MEM 35.187500 1771117778.2003
MEM 43.300781 1771117778.3007
MEM 44.261719 1771117778.4010
MEM 49.683594 1771117778.5012
MEM 57.304688 1771117778.6015
MEM 63.222656 1771117778.7018
MEM 71.402344 1771117778.8021
MEM 72.332031 1771117778.9023
MEM 73.738281 1771117779.0026
MEM 83.382812 1771117779.1029
MEM 84.468750 1771117779.2032
MEM 84.515625 1771117779.3034
MEM 85.335938 1771117779.4037
MEM 87.156250 1771117779.5041
MEM 87.644531 1771117779.6043
MEM 89.175781 1771117779.7047
MEM 92.132812 1771117779.8050
MEM 95.000000 1771117779.9053
MEM 97.566406 1771117780.0056
MEM 103.390625 1771117780.1059
MEM 106.542969 1771117780.2062
MEM 106.546875 1771117780.3066
MEM 107.156250 1771117780.4069
MEM 107.156250 1771117780.5072
MEM 107.222656 1771117780.6075
MEM 107.222656 1771117780.7078
MEM 107.222656 1771117780.8081
MEM 107.582031 1771117780.9083
MEM 107.582031 1771117781.0087
MEM 107.582031 1771117781.1090
MEM 107.582031 1771117781.2092
MEM 107.582031 1771117781.3096
MEM 107.582031 1771117781.4099
MEM 110.789062 1771117781.5102
MEM 112.585938 1771117781.6105
MEM 114.000000 1771117781.7107
MEM 118.535156 1771117781.8110
MEM 119.660156 1771117781.9113
MEM 119.699219 1771117782.0117
MEM 120.023438 1771117782.1120
MEM 120.734375 1771117782.2123
MEM 126.656250 1771117782.3127
MEM 128.132812 1771117782.4131
MEM 128.132812 1771117782.5133
MEM 128.132812 1771117782.6137
MEM 128.144531 1771117782.7140
MEM 128.144531 1771117782.8143
MEM 127.160156 1771117782.9148
MEM 122.027344 1771117783.0151
