CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.328125 1771117808.3280
MEM 32.191406 1771117808.4288
MEM 50.457031 1771117808.5290
MEM 67.730469 1771117808.6293
MEM 81.207031 1771117808.7296
MEM 89.644531 1771117808.8299
MEM 96.578125 1771117808.9302
MEM 101.902344 1771117809.0306
MEM 102.976562 1771117809.1309
MEM 106.246094 1771117809.2313
MEM 106.246094 1771117809.3316
MEM 106.371094 1771117809.4319
MEM 106.472656 1771117809.5323
MEM 106.574219 1771117809.6326
MEM 106.613281 1771117809.7330
MEM 106.613281 1771117809.8333
MEM 106.613281 1771117809.9337
MEM 106.613281 1771117810.0340
MEM 106.617188 1771117810.1344
MEM 106.617188 1771117810.2347
MEM 106.636719 1771117810.3351
MEM 106.636719 1771117810.4354
MEM 106.636719 1771117810.5358
MEM 106.636719 1771117810.6361
MEM 106.636719 1771117810.7365
MEM 106.636719 1771117810.8368
MEM 106.636719 1771117810.9372
MEM 106.636719 1771117811.0375
MEM 106.636719 1771117811.1378
MEM 106.636719 1771117811.2381
MEM 106.636719 1771117811.3384
MEM 106.652344 1771117811.4388
MEM 106.652344 1771117811.5391
MEM 106.652344 1771117811.6394
MEM 106.652344 1771117811.7398
MEM 106.652344 1771117811.8401
MEM 106.652344 1771117811.9405
MEM 106.652344 1771117812.0408
MEM 106.652344 1771117812.1411
MEM 106.652344 1771117812.2415
MEM 106.664062 1771117812.3418
MEM 106.664062 1771117812.4421
MEM 106.664062 1771117812.5425
MEM 106.664062 1771117812.6428
MEM 106.664062 1771117812.7431
MEM 106.664062 1771117812.8434
MEM 106.664062 1771117812.9438
MEM 106.664062 1771117813.0441
MEM 106.664062 1771117813.1444
MEM 106.664062 1771117813.2448
MEM 106.664062 1771117813.3451
MEM 106.664062 1771117813.4455
MEM 106.664062 1771117813.5459
MEM 106.664062 1771117813.6462
MEM 106.664062 1771117813.7465
MEM 106.664062 1771117813.8468
MEM 106.664062 1771117813.9472
MEM 106.664062 1771117814.0475
MEM 106.707031 1771117814.1478
MEM 106.707031 1771117814.2481
MEM 106.707031 1771117814.3484
MEM 106.707031 1771117814.4488
MEM 106.707031 1771117814.5491
MEM 106.707031 1771117814.6495
MEM 106.710938 1771117814.7498
MEM 106.710938 1771117814.8501
MEM 106.710938 1771117814.9504
MEM 106.710938 1771117815.0508
MEM 106.710938 1771117815.1511
MEM 106.710938 1771117815.2514
MEM 106.710938 1771117815.3518
MEM 106.714844 1771117815.4521
MEM 106.714844 1771117815.5525
MEM 106.718750 1771117815.6528
MEM 106.718750 1771117815.7531
MEM 106.718750 1771117815.8534
MEM 106.718750 1771117815.9537
MEM 106.718750 1771117816.0541
MEM 106.718750 1771117816.1544
MEM 106.722656 1771117816.2548
MEM 106.722656 1771117816.3550
MEM 106.722656 1771117816.4553
MEM 106.726562 1771117816.5557
MEM 106.726562 1771117816.6560
MEM 106.726562 1771117816.7564
MEM 106.726562 1771117816.8566
MEM 106.726562 1771117816.9570
MEM 106.726562 1771117817.0573
MEM 106.730469 1771117817.1577
MEM 106.730469 1771117817.2581
MEM 106.730469 1771117817.3583
MEM 106.730469 1771117817.4587
MEM 106.734375 1771117817.5590
MEM 106.734375 1771117817.6593
MEM 106.734375 1771117817.7597
MEM 106.734375 1771117817.8600
MEM 106.734375 1771117817.9603
MEM 106.738281 1771117818.0606
MEM 106.738281 1771117818.1610
MEM 106.738281 1771117818.2613
MEM 106.738281 1771117818.3617
MEM 106.742188 1771117818.4620
MEM 106.742188 1771117818.5623
MEM 106.742188 1771117818.6627
MEM 106.742188 1771117818.7630
MEM 106.742188 1771117818.8633
MEM 106.742188 1771117818.9637
MEM 106.742188 1771117819.0640
MEM 106.746094 1771117819.1643
MEM 106.746094 1771117819.2647
MEM 106.746094 1771117819.3650
MEM 106.750000 1771117819.4653
MEM 106.750000 1771117819.5657
MEM 106.750000 1771117819.6660
MEM 106.750000 1771117819.7664
MEM 106.750000 1771117819.8667
MEM 106.753906 1771117819.9670
MEM 106.753906 1771117820.0674
MEM 106.753906 1771117820.1677
MEM 106.753906 1771117820.2681
MEM 106.753906 1771117820.3684
MEM 106.757812 1771117820.4688
MEM 106.757812 1771117820.5691
MEM 106.757812 1771117820.6694
MEM 106.757812 1771117820.7698
MEM 106.761719 1771117820.8701
MEM 106.761719 1771117820.9704
MEM 106.761719 1771117821.0707
MEM 106.761719 1771117821.1710
MEM 106.761719 1771117821.2714
MEM 106.761719 1771117821.3717
MEM 106.761719 1771117821.4721
MEM 106.761719 1771117821.5724
MEM 106.761719 1771117821.6727
MEM 106.761719 1771117821.7731
MEM 106.769531 1771117821.8734
MEM 106.769531 1771117821.9737
MEM 106.769531 1771117822.0741
MEM 106.769531 1771117822.1744
MEM 106.773438 1771117822.2748
MEM 106.773438 1771117822.3751
MEM 106.773438 1771117822.4754
MEM 106.773438 1771117822.5758
MEM 106.773438 1771117822.6761
MEM 106.777344 1771117822.7764
MEM 106.777344 1771117822.8767
MEM 106.777344 1771117822.9770
MEM 106.777344 1771117823.0773
MEM 106.777344 1771117823.1777
MEM 106.777344 1771117823.2780
MEM 106.781250 1771117823.3783
MEM 106.781250 1771117823.4787
MEM 106.781250 1771117823.5790
MEM 106.781250 1771117823.6794
MEM 106.785156 1771117823.7797
MEM 106.785156 1771117823.8801
MEM 106.785156 1771117823.9804
MEM 106.785156 1771117824.0808
MEM 106.785156 1771117824.1811
MEM 106.789062 1771117824.2814
MEM 106.789062 1771117824.3818
MEM 106.789062 1771117824.4821
MEM 106.789062 1771117824.5825
MEM 106.792969 1771117824.6827
MEM 106.792969 1771117824.7831
MEM 106.792969 1771117824.8834
MEM 106.792969 1771117824.9837
MEM 106.792969 1771117825.0841
MEM 106.796875 1771117825.1844
MEM 106.796875 1771117825.2847
MEM 106.796875 1771117825.3851
MEM 106.796875 1771117825.4854
MEM 106.796875 1771117825.5857
MEM 106.800781 1771117825.6861
MEM 106.800781 1771117825.7864
MEM 106.800781 1771117825.8868
MEM 106.800781 1771117825.9871
MEM 106.800781 1771117826.0874
MEM 106.804688 1771117826.1878
MEM 106.804688 1771117826.2881
MEM 106.804688 1771117826.3884
MEM 106.804688 1771117826.4887
MEM 106.808594 1771117826.5890
MEM 106.808594 1771117826.6894
MEM 106.808594 1771117826.7898
MEM 106.808594 1771117826.8901
MEM 106.808594 1771117826.9904
MEM 106.808594 1771117827.0906
MEM 105.824219 1771117827.1910
