CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.140625 1769704902.7649
MEM 26.566406 1769704902.8652
MEM 29.132812 1769704902.9654
MEM 29.710938 1769704903.0656
MEM 31.460938 1769704903.1659
MEM 32.746094 1769704903.2660
MEM 32.871094 1769704903.3662
MEM 35.796875 1769704903.4664
MEM 43.562500 1769704903.5679
MEM 44.011719 1769704903.6681
MEM 49.445312 1769704903.7682
MEM 52.648438 1769704903.8684
MEM 58.300781 1769704903.9686
MEM 70.496094 1769704904.0689
MEM 71.851562 1769704904.1691
MEM 73.035156 1769704904.2693
MEM 83.292969 1769704904.3696
MEM 84.542969 1769704904.4699
MEM 85.167969 1769704904.5701
MEM 85.457031 1769704904.6703
MEM 86.316406 1769704904.7706
MEM 87.191406 1769704904.8708
MEM 89.121094 1769704904.9711
MEM 92.269531 1769704905.0713
MEM 94.890625 1769704905.1715
MEM 96.148438 1769704905.2719
MEM 101.257812 1769704905.3721
MEM 106.367188 1769704905.4723
MEM 106.367188 1769704905.5726
MEM 106.957031 1769704905.6728
MEM 106.957031 1769704905.7730
MEM 106.957031 1769704905.8732
MEM 107.414062 1769704905.9735
MEM 111.277344 1769704906.0737
MEM 112.402344 1769704906.1739
MEM 118.402344 1769704906.2742
MEM 118.777344 1769704906.3745
MEM 119.527344 1769704906.4747
MEM 119.652344 1769704906.5750
MEM 120.277344 1769704906.6752
MEM 123.402344 1769704906.7755
MEM 124.027344 1769704906.8757
MEM 124.152344 1769704906.9759
MEM 124.152344 1769704907.0761
MEM 124.277344 1769704907.1763
MEM 124.277344 1769704907.2766
MEM 0.000000 1769704907.3769
