CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.605469 1781805654.4403
MEM 25.992188 1781805654.5407
MEM 30.554688 1781805654.6410
MEM 34.027344 1781805654.7413
MEM 34.039062 1781805654.8416
MEM 34.039062 1781805654.9420
MEM 34.039062 1781805655.0423
MEM 34.039062 1781805655.1427
MEM 34.039062 1781805655.2431
MEM 34.039062 1781805655.3434
MEM 34.039062 1781805655.4437
MEM 34.039062 1781805655.5441
MEM 34.039062 1781805655.6444
MEM 34.039062 1781805655.7447
MEM 34.039062 1781805655.8451
MEM 34.039062 1781805655.9454
MEM 34.039062 1781805656.0457
MEM 34.039062 1781805656.1460
MEM 34.039062 1781805656.2463
MEM 34.039062 1781805656.3466
MEM 34.039062 1781805656.4469
MEM 34.039062 1781805656.5472
MEM 34.039062 1781805656.6475
MEM 34.039062 1781805656.7478
MEM 34.039062 1781805656.8481
MEM 34.039062 1781805656.9485
MEM 34.039062 1781805657.0488
MEM 34.039062 1781805657.1491
MEM 34.039062 1781805657.2495
MEM 34.039062 1781805657.3498
MEM 34.039062 1781805657.4501
MEM 34.039062 1781805657.5504
MEM 34.039062 1781805657.6507
MEM 34.039062 1781805657.7510
MEM 34.039062 1781805657.8513
MEM 34.039062 1781805657.9516
MEM 34.039062 1781805658.0521
MEM 34.039062 1781805658.1523
MEM 34.039062 1781805658.2526
MEM 34.039062 1781805658.3530
MEM 34.039062 1781805658.4533
MEM 34.039062 1781805658.5536
MEM 34.039062 1781805658.6539
MEM 34.039062 1781805658.7542
MEM 34.039062 1781805658.8546
MEM 34.039062 1781805658.9551
MEM 34.039062 1781805659.0553
MEM 34.039062 1781805659.1556
MEM 34.039062 1781805659.2560
MEM 34.039062 1781805659.3563
MEM 34.039062 1781805659.4566
MEM 34.039062 1781805659.5570
MEM 34.039062 1781805659.6573
MEM 34.039062 1781805659.7577
MEM 34.039062 1781805659.8580
MEM 34.039062 1781805659.9583
MEM 34.039062 1781805660.0586
MEM 34.039062 1781805660.1592
MEM 34.039062 1781805660.2598
MEM 34.039062 1781805660.3601
MEM 34.039062 1781805660.4606
MEM 34.039062 1781805660.5609
MEM 34.039062 1781805660.6613
MEM 34.039062 1781805660.7617
MEM 34.039062 1781805660.8620
MEM 34.039062 1781805660.9626
MEM 34.039062 1781805661.0630
MEM 34.039062 1781805661.1633
MEM 34.039062 1781805661.2636
MEM 34.039062 1781805661.3640
MEM 34.039062 1781805661.4643
MEM 34.039062 1781805661.5647
MEM 34.039062 1781805661.6651
MEM 34.039062 1781805661.7654
MEM 34.039062 1781805661.8657
MEM 34.039062 1781805661.9662
MEM 34.039062 1781805662.0665
MEM 34.039062 1781805662.1668
MEM 34.039062 1781805662.2671
MEM 34.039062 1781805662.3674
MEM 34.039062 1781805662.4677
MEM 34.039062 1781805662.5681
MEM 34.039062 1781805662.6685
MEM 34.039062 1781805662.7690
MEM 34.039062 1781805662.8693
MEM 34.039062 1781805662.9696
MEM 34.039062 1781805663.0700
MEM 34.039062 1781805663.1703
MEM 34.039062 1781805663.2705
MEM 34.039062 1781805663.3708
MEM 34.039062 1781805663.4711
MEM 34.039062 1781805663.5714
MEM 34.039062 1781805663.6717
MEM 34.039062 1781805663.7720
MEM 34.039062 1781805663.8723
MEM 34.039062 1781805663.9727
MEM 34.039062 1781805664.0732
MEM 34.039062 1781805664.1735
MEM 34.039062 1781805664.2738
MEM 34.039062 1781805664.3743
MEM 34.039062 1781805664.4746
MEM 34.039062 1781805664.5750
MEM 34.039062 1781805664.6753
MEM 34.039062 1781805664.7756
MEM 34.039062 1781805664.8761
MEM 34.039062 1781805664.9764
MEM 34.039062 1781805665.0768
MEM 34.039062 1781805665.1771
MEM 34.039062 1781805665.2774
MEM 34.039062 1781805665.3777
MEM 34.039062 1781805665.4781
MEM 34.039062 1781805665.5785
MEM 34.039062 1781805665.6787
MEM 34.039062 1781805665.7792
MEM 34.039062 1781805665.8795
MEM 34.039062 1781805665.9797
MEM 34.039062 1781805666.0801
MEM 34.039062 1781805666.1804
MEM 34.039062 1781805666.2807
MEM 34.039062 1781805666.3811
MEM 34.039062 1781805666.4815
MEM 34.039062 1781805666.5819
MEM 34.039062 1781805666.6821
MEM 34.039062 1781805666.7824
MEM 34.039062 1781805666.8827
MEM 34.039062 1781805666.9830
MEM 34.039062 1781805667.0833
MEM 34.039062 1781805667.1836
MEM 34.039062 1781805667.2840
MEM 34.039062 1781805667.3843
MEM 34.039062 1781805667.4846
MEM 34.039062 1781805667.5849
MEM 34.039062 1781805667.6852
MEM 34.039062 1781805667.7855
MEM 34.039062 1781805667.8858
MEM 34.039062 1781805667.9861
MEM 34.039062 1781805668.0864
MEM 34.039062 1781805668.1867
MEM 34.039062 1781805668.2871
MEM 34.039062 1781805668.3874
MEM 34.039062 1781805668.4880
MEM 34.039062 1781805668.5883
MEM 34.039062 1781805668.6885
MEM 34.039062 1781805668.7890
MEM 34.039062 1781805668.8893
MEM 34.039062 1781805668.9897
MEM 34.039062 1781805669.0902
MEM 34.039062 1781805669.1904
MEM 34.039062 1781805669.2907
MEM 34.039062 1781805669.3911
MEM 34.039062 1781805669.4914
MEM 34.039062 1781805669.5917
MEM 34.039062 1781805669.6920
MEM 34.039062 1781805669.7923
MEM 34.039062 1781805669.8927
MEM 34.039062 1781805669.9932
MEM 34.039062 1781805670.0935
MEM 34.039062 1781805670.1939
MEM 34.039062 1781805670.2942
MEM 34.039062 1781805670.3945
MEM 34.039062 1781805670.4948
MEM 34.039062 1781805670.5951
MEM 34.039062 1781805670.6954
MEM 34.039062 1781805670.7957
MEM 34.039062 1781805670.8961
MEM 34.039062 1781805670.9965
MEM 34.039062 1781805671.0968
MEM 34.039062 1781805671.1972
MEM 34.039062 1781805671.2976
MEM 34.039062 1781805671.3979
MEM 34.039062 1781805671.4982
MEM 34.039062 1781805671.5985
MEM 34.039062 1781805671.6988
MEM 34.039062 1781805671.7993
MEM 34.039062 1781805671.8996
MEM 34.039062 1781805672.0001
MEM 34.039062 1781805672.1004
MEM 34.039062 1781805672.2007
MEM 34.039062 1781805672.3011
MEM 34.039062 1781805672.4015
MEM 34.039062 1781805672.5018
MEM 34.039062 1781805672.6022
MEM 34.039062 1781805672.7024
MEM 34.039062 1781805672.8027
MEM 34.039062 1781805672.9030
MEM 34.039062 1781805673.0033
MEM 34.039062 1781805673.1037
MEM 34.039062 1781805673.2041
MEM 34.039062 1781805673.3044
MEM 34.039062 1781805673.4047
MEM 34.039062 1781805673.5050
MEM 34.039062 1781805673.6053
MEM 34.039062 1781805673.7057
MEM 34.039062 1781805673.8061
MEM 34.039062 1781805673.9064
MEM 34.039062 1781805674.0068
MEM 34.039062 1781805674.1071
MEM 34.039062 1781805674.2074
MEM 34.039062 1781805674.3077
MEM 34.039062 1781805674.4083
MEM 34.039062 1781805674.5086
MEM 34.039062 1781805674.6089
MEM 34.039062 1781805674.7093
MEM 34.039062 1781805674.8097
MEM 34.039062 1781805674.9103
MEM 34.039062 1781805675.0105
MEM 34.039062 1781805675.1108
MEM 34.039062 1781805675.2111
MEM 34.039062 1781805675.3114
MEM 34.039062 1781805675.4117
MEM 34.039062 1781805675.5120
MEM 34.039062 1781805675.6123
MEM 34.039062 1781805675.7126
MEM 34.039062 1781805675.8129
MEM 34.039062 1781805675.9131
MEM 34.039062 1781805676.0134
MEM 34.039062 1781805676.1138
MEM 34.039062 1781805676.2141
MEM 34.039062 1781805676.3143
MEM 34.039062 1781805676.4146
MEM 34.039062 1781805676.5150
MEM 34.039062 1781805676.6155
MEM 34.039062 1781805676.7158
MEM 34.039062 1781805676.8162
MEM 34.039062 1781805676.9165
MEM 34.039062 1781805677.0168
MEM 34.039062 1781805677.1172
MEM 34.039062 1781805677.2175
MEM 34.039062 1781805677.3178
MEM 34.039062 1781805677.4181
MEM 34.039062 1781805677.5185
MEM 34.039062 1781805677.6188
MEM 34.039062 1781805677.7191
MEM 34.039062 1781805677.8194
MEM 34.039062 1781805677.9197
MEM 34.039062 1781805678.0201
MEM 34.039062 1781805678.1204
MEM 34.039062 1781805678.2207
MEM 34.039062 1781805678.3210
MEM 34.039062 1781805678.4213
MEM 34.039062 1781805678.5216
MEM 34.039062 1781805678.6220
MEM 34.039062 1781805678.7223
MEM 34.039062 1781805678.8226
MEM 34.039062 1781805678.9229
MEM 34.039062 1781805679.0232
MEM 34.039062 1781805679.1235
MEM 34.039062 1781805679.2238
MEM 34.039062 1781805679.3241
MEM 34.039062 1781805679.4244
MEM 34.039062 1781805679.5247
MEM 34.039062 1781805679.6251
MEM 34.039062 1781805679.7254
MEM 34.039062 1781805679.8257
MEM 34.039062 1781805679.9260
MEM 34.039062 1781805680.0264
MEM 34.039062 1781805680.1267
MEM 34.039062 1781805680.2270
MEM 34.039062 1781805680.3273
MEM 34.039062 1781805680.4276
MEM 34.039062 1781805680.5280
MEM 34.039062 1781805680.6283
MEM 34.039062 1781805680.7286
MEM 34.039062 1781805680.8290
MEM 34.039062 1781805680.9293
MEM 34.039062 1781805681.0296
MEM 34.039062 1781805681.1299
MEM 34.039062 1781805681.2302
MEM 34.039062 1781805681.3305
MEM 34.039062 1781805681.4308
MEM 34.039062 1781805681.5312
MEM 34.039062 1781805681.6314
MEM 34.039062 1781805681.7318
MEM 34.039062 1781805681.8321
MEM 34.039062 1781805681.9324
MEM 34.039062 1781805682.0327
MEM 34.039062 1781805682.1330
MEM 34.039062 1781805682.2334
MEM 34.039062 1781805682.3337
MEM 34.039062 1781805682.4340
MEM 34.039062 1781805682.5343
MEM 34.039062 1781805682.6346
MEM 34.039062 1781805682.7349
MEM 34.039062 1781805682.8352
MEM 34.039062 1781805682.9356
MEM 34.039062 1781805683.0359
MEM 34.039062 1781805683.1362
MEM 34.039062 1781805683.2365
MEM 34.039062 1781805683.3368
MEM 34.039062 1781805683.4371
MEM 34.039062 1781805683.5374
MEM 34.039062 1781805683.6377
MEM 34.039062 1781805683.7381
MEM 34.039062 1781805683.8384
MEM 34.039062 1781805683.9387
MEM 34.039062 1781805684.0391
MEM 34.039062 1781805684.1394
MEM 34.039062 1781805684.2397
MEM 34.039062 1781805684.3400
MEM 34.039062 1781805684.4403
MEM 34.039062 1781805684.5406
MEM 34.039062 1781805684.6409
MEM 34.039062 1781805684.7414
MEM 34.039062 1781805684.8417
MEM 34.039062 1781805684.9421
MEM 34.039062 1781805685.0424
MEM 34.039062 1781805685.1429
MEM 34.039062 1781805685.2432
MEM 34.039062 1781805685.3435
MEM 34.039062 1781805685.4439
MEM 34.039062 1781805685.5442
MEM 34.039062 1781805685.6446
MEM 34.039062 1781805685.7448
MEM 34.039062 1781805685.8452
MEM 34.039062 1781805685.9454
MEM 34.039062 1781805686.0458
MEM 34.039062 1781805686.1461
MEM 34.039062 1781805686.2465
MEM 34.039062 1781805686.3468
MEM 34.039062 1781805686.4472
MEM 34.039062 1781805686.5475
MEM 34.039062 1781805686.6478
MEM 34.039062 1781805686.7481
MEM 34.039062 1781805686.8484
MEM 34.039062 1781805686.9487
MEM 34.039062 1781805687.0490
MEM 34.039062 1781805687.1493
MEM 34.039062 1781805687.2497
MEM 34.039062 1781805687.3500
MEM 34.039062 1781805687.4503
MEM 34.039062 1781805687.5506
MEM 34.039062 1781805687.6510
MEM 34.039062 1781805687.7513
MEM 34.039062 1781805687.8516
MEM 34.039062 1781805687.9519
MEM 34.039062 1781805688.0523
MEM 34.039062 1781805688.1526
