CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.140625 1769880151.5026
MEM 26.503906 1769880151.6028
MEM 29.332031 1769880151.7030
MEM 29.937500 1769880151.8032
MEM 32.847656 1769880151.9035
MEM 34.070312 1769880152.0037
MEM 42.921875 1769880152.1055
MEM 44.125000 1769880152.2058
MEM 49.644531 1769880152.3060
MEM 53.207031 1769880152.4062
MEM 58.636719 1769880152.5064
MEM 69.371094 1769880152.6067
MEM 72.093750 1769880152.7070
MEM 73.207031 1769880152.8072
MEM 83.867188 1769880152.9075
MEM 83.617188 1769880153.0078
MEM 84.554688 1769880153.1080
MEM 85.402344 1769880153.2083
MEM 87.199219 1769880153.3085
MEM 87.644531 1769880153.4088
MEM 89.535156 1769880153.5091
MEM 92.468750 1769880153.6093
MEM 95.355469 1769880153.7096
MEM 101.613281 1769880153.8098
MEM 108.593750 1769880153.9101
MEM 106.675781 1769880154.0104
MEM 106.960938 1769880154.1107
MEM 107.226562 1769880154.2109
MEM 107.355469 1769880154.3111
MEM 107.355469 1769880154.4114
MEM 107.355469 1769880154.5117
MEM 110.863281 1769880154.6119
MEM 112.613281 1769880154.7122
MEM 113.988281 1769880154.8125
MEM 118.613281 1769880154.9128
MEM 119.738281 1769880155.0131
MEM 119.863281 1769880155.1133
MEM 120.238281 1769880155.2136
MEM 120.863281 1769880155.3138
MEM 124.113281 1769880155.4140
MEM 124.363281 1769880155.5143
MEM 124.488281 1769880155.6145
MEM 124.488281 1769880155.7147
MEM 124.613281 1769880155.8149
MEM 121.640625 1769880155.9153
