CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1784694438.1528
MEM 31.500000 1784694438.2529
MEM 54.593750 1784694438.3531
MEM 56.484375 1784694438.4535
MEM 56.484375 1784694438.5538
MEM 74.835938 1784694438.6540
MEM 77.117188 1784694438.7543
MEM 87.675781 1784694438.8545
MEM 88.082031 1784694438.9548
MEM 90.601562 1784694439.0551
MEM 90.601562 1784694439.1553
MEM 96.011719 1784694439.2556
MEM 96.960938 1784694439.3558
MEM 96.960938 1784694439.4560
MEM 96.960938 1784694439.5564
MEM 97.621094 1784694439.6566
MEM 97.792969 1784694439.7569
MEM 97.800781 1784694439.8572
MEM 97.800781 1784694439.9574
MEM 97.804688 1784694440.0578
MEM 97.804688 1784694440.1582
MEM 97.804688 1784694440.2585
MEM 97.804688 1784694440.3589
MEM 97.804688 1784694440.4592
MEM 97.804688 1784694440.5594
MEM 97.804688 1784694440.6597
MEM 97.804688 1784694440.7599
MEM 97.804688 1784694440.8603
MEM 97.804688 1784694440.9606
MEM 97.804688 1784694441.0609
MEM 97.804688 1784694441.1613
MEM 97.804688 1784694441.2616
MEM 97.804688 1784694441.3619
MEM 97.804688 1784694441.4622
MEM 97.804688 1784694441.5626
MEM 97.804688 1784694441.6629
MEM 97.804688 1784694441.7632
MEM 97.804688 1784694441.8636
MEM 97.804688 1784694441.9639
MEM 97.804688 1784694442.0643
MEM 97.804688 1784694442.1648
MEM 97.804688 1784694442.2652
MEM 97.804688 1784694442.3655
MEM 103.906250 1784694442.4658
MEM 109.097656 1784694442.5661
MEM 112.585938 1784694442.6663
MEM 115.734375 1784694442.7666
MEM 115.960938 1784694442.8669
MEM 116.015625 1784694442.9673
