CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1780940568.8576
MEM 26.457031 1780940568.9579
MEM 34.933594 1780940569.0582
MEM 47.160156 1780940569.1586
MEM 61.011719 1780940569.2589
MEM 76.226562 1780940569.3592
MEM 90.433594 1780940569.4595
MEM 93.765625 1780940569.5598
MEM 94.472656 1780940569.6601
MEM 94.582031 1780940569.7605
MEM 94.582031 1780940569.8607
MEM 94.582031 1780940569.9610
MEM 94.582031 1780940570.0613
MEM 95.226562 1780940570.1615
MEM 95.226562 1780940570.2618
MEM 95.226562 1780940570.3620
MEM 95.226562 1780940570.4624
MEM 95.347656 1780940570.5626
MEM 99.257812 1780940570.6629
MEM 103.945312 1780940570.7632
MEM 107.531250 1780940570.8635
MEM 108.429688 1780940570.9638
MEM 112.242188 1780940571.0642
MEM 112.601562 1780940571.1645
MEM 112.964844 1780940571.2648
MEM 113.160156 1780940571.3651
MEM 113.207031 1780940571.4653
MEM 111.007812 1780940571.5657
