CMDLINE /opt/hostedtoolcache/Python/3.12.14/x64/bin/python /home/runner/work/pykappa/pykappa/profiling/profile.py --run ktam
MEM 0.261719 1790370942.8819
MEM 30.281250 1790370942.9852
MEM 56.871094 1790370943.0855
MEM 73.332031 1790370943.1858
MEM 86.859375 1790370943.2861
MEM 93.523438 1790370943.3864
MEM 99.195312 1790370943.4867
MEM 100.191406 1790370943.5870
MEM 100.847656 1790370943.6874
MEM 100.894531 1790370943.7877
MEM 100.917969 1790370943.8880
MEM 100.960938 1790370943.9883
MEM 100.988281 1790370944.0886
MEM 101.011719 1790370944.1889
MEM 101.042969 1790370944.2893
MEM 101.070312 1790370944.3897
MEM 101.093750 1790370944.4900
MEM 101.125000 1790370944.5903
MEM 101.148438 1790370944.6906
MEM 101.171875 1790370944.7909
MEM 101.195312 1790370944.8913
MEM 101.218750 1790370944.9916
MEM 101.246094 1790370945.0919
MEM 101.269531 1790370945.1923
MEM 101.296875 1790370945.2926
MEM 101.320312 1790370945.3929
MEM 101.355469 1790370945.4932
MEM 101.378906 1790370945.5935
MEM 101.402344 1790370945.6938
MEM 101.433594 1790370945.7942
MEM 101.457031 1790370945.8945
MEM 101.480469 1790370945.9948
MEM 101.507812 1790370946.0951
MEM 101.535156 1790370946.1954
MEM 101.558594 1790370946.2958
MEM 101.585938 1790370946.3961
MEM 101.605469 1790370946.4964
MEM 101.617188 1790370946.5967
