CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1784660424.3539
MEM 26.367188 1784660424.4543
MEM 34.578125 1784660424.5594
MEM 50.195312 1784660424.6598
MEM 62.906250 1784660424.7601
MEM 76.996094 1784660424.8604
MEM 87.750000 1784660424.9607
MEM 95.675781 1784660425.0610
MEM 97.332031 1784660425.1613
MEM 97.425781 1784660425.2616
MEM 98.089844 1784660425.3619
MEM 104.003906 1784660425.4622
MEM 106.570312 1784660425.5625
MEM 110.386719 1784660425.6629
MEM 112.546875 1784660425.7632
MEM 115.269531 1784660425.8636
MEM 115.574219 1784660425.9639
MEM 115.691406 1784660426.0643
MEM 115.726562 1784660426.1647
MEM 0.000000 1784660426.2651
