CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.265625 1771120731.7377
MEM 32.597656 1771120731.8389
MEM 52.082031 1771120731.9391
MEM 69.472656 1771120732.0393
MEM 84.636719 1771120732.1395
MEM 92.023438 1771120732.2397
MEM 97.332031 1771120732.3400
MEM 102.027344 1771120732.4401
MEM 102.660156 1771120732.5404
MEM 105.917969 1771120732.6406
MEM 105.968750 1771120732.7409
MEM 106.140625 1771120732.8411
MEM 106.140625 1771120732.9412
MEM 106.199219 1771120733.0415
MEM 106.222656 1771120733.1417
MEM 106.222656 1771120733.2419
MEM 106.226562 1771120733.3422
MEM 106.242188 1771120733.4424
MEM 106.277344 1771120733.5426
MEM 106.277344 1771120733.6428
MEM 106.277344 1771120733.7431
MEM 106.292969 1771120733.8433
MEM 106.292969 1771120733.9435
MEM 106.292969 1771120734.0437
MEM 106.292969 1771120734.1439
MEM 106.292969 1771120734.2442
MEM 106.292969 1771120734.3444
MEM 106.292969 1771120734.4446
MEM 106.292969 1771120734.5448
MEM 106.292969 1771120734.6450
MEM 106.296875 1771120734.7453
MEM 106.296875 1771120734.8455
MEM 106.296875 1771120734.9457
MEM 106.296875 1771120735.0460
MEM 106.296875 1771120735.1462
MEM 106.300781 1771120735.2464
MEM 106.300781 1771120735.3466
MEM 106.300781 1771120735.4468
MEM 106.300781 1771120735.5471
MEM 106.304688 1771120735.6473
MEM 106.304688 1771120735.7475
MEM 106.304688 1771120735.8477
MEM 106.304688 1771120735.9480
MEM 106.308594 1771120736.0482
MEM 106.308594 1771120736.1484
MEM 106.308594 1771120736.2486
MEM 106.308594 1771120736.3489
MEM 106.312500 1771120736.4491
MEM 106.312500 1771120736.5493
MEM 106.312500 1771120736.6495
MEM 106.312500 1771120736.7497
MEM 106.312500 1771120736.8500
MEM 106.316406 1771120736.9502
MEM 106.316406 1771120737.0504
MEM 106.316406 1771120737.1507
MEM 106.316406 1771120737.2509
MEM 106.316406 1771120737.3511
MEM 106.324219 1771120737.4513
MEM 106.324219 1771120737.5515
MEM 106.324219 1771120737.6518
MEM 106.324219 1771120737.7520
MEM 106.324219 1771120737.8522
MEM 106.324219 1771120737.9525
MEM 106.328125 1771120738.0527
MEM 106.328125 1771120738.1529
MEM 106.332031 1771120738.2532
MEM 106.332031 1771120738.3534
MEM 106.332031 1771120738.4536
MEM 106.332031 1771120738.5538
MEM 106.332031 1771120738.6541
MEM 106.335938 1771120738.7543
MEM 106.335938 1771120738.8545
MEM 106.335938 1771120738.9548
MEM 106.335938 1771120739.0550
MEM 106.335938 1771120739.1552
MEM 106.335938 1771120739.2554
MEM 106.335938 1771120739.3557
MEM 106.339844 1771120739.4559
MEM 106.339844 1771120739.5561
MEM 106.343750 1771120739.6563
MEM 106.343750 1771120739.7565
MEM 106.343750 1771120739.8568
MEM 106.343750 1771120739.9570
MEM 106.343750 1771120740.0572
MEM 106.343750 1771120740.1575
MEM 106.343750 1771120740.2577
MEM 106.347656 1771120740.3579
MEM 106.347656 1771120740.4582
MEM 106.351562 1771120740.5584
MEM 106.351562 1771120740.6586
MEM 106.351562 1771120740.7588
MEM 106.351562 1771120740.8591
MEM 106.351562 1771120740.9593
MEM 106.351562 1771120741.0595
MEM 106.351562 1771120741.1598
MEM 106.355469 1771120741.2600
MEM 106.355469 1771120741.3602
MEM 106.359375 1771120741.4604
MEM 106.359375 1771120741.5607
MEM 106.359375 1771120741.6609
MEM 106.359375 1771120741.7611
MEM 106.359375 1771120741.8613
MEM 106.359375 1771120741.9616
MEM 106.359375 1771120742.0618
MEM 106.359375 1771120742.1621
MEM 106.359375 1771120742.2623
MEM 106.363281 1771120742.3625
MEM 106.363281 1771120742.4628
MEM 106.363281 1771120742.5630
MEM 106.363281 1771120742.6632
MEM 106.363281 1771120742.7634
MEM 106.367188 1771120742.8636
MEM 106.367188 1771120742.9639
MEM 106.367188 1771120743.0641
MEM 106.367188 1771120743.1643
MEM 106.367188 1771120743.2645
MEM 106.367188 1771120743.3648
MEM 106.367188 1771120743.4650
MEM 106.371094 1771120743.5653
MEM 106.371094 1771120743.6655
MEM 106.371094 1771120743.7657
MEM 106.375000 1771120743.8659
MEM 106.375000 1771120743.9662
MEM 106.375000 1771120744.0664
MEM 106.375000 1771120744.1666
MEM 106.394531 1771120744.2668
MEM 106.394531 1771120744.3671
MEM 106.394531 1771120744.4673
MEM 106.394531 1771120744.5675
MEM 106.394531 1771120744.6678
MEM 106.394531 1771120744.7680
MEM 106.394531 1771120744.8682
MEM 106.394531 1771120744.9684
MEM 106.394531 1771120745.0687
MEM 106.394531 1771120745.1689
MEM 106.394531 1771120745.2691
MEM 106.394531 1771120745.3693
MEM 106.394531 1771120745.4696
MEM 106.425781 1771120745.5698
MEM 106.425781 1771120745.6700
MEM 106.425781 1771120745.7703
MEM 106.425781 1771120745.8705
MEM 106.425781 1771120745.9707
MEM 106.425781 1771120746.0710
MEM 106.425781 1771120746.1712
MEM 106.425781 1771120746.2714
MEM 106.425781 1771120746.3716
MEM 106.425781 1771120746.4719
MEM 106.425781 1771120746.5721
MEM 106.425781 1771120746.6723
MEM 106.425781 1771120746.7725
MEM 106.425781 1771120746.8728
MEM 106.425781 1771120746.9730
MEM 106.425781 1771120747.0733
MEM 106.425781 1771120747.1735
MEM 106.425781 1771120747.2737
MEM 106.425781 1771120747.3740
MEM 106.425781 1771120747.4742
MEM 106.425781 1771120747.5744
MEM 106.425781 1771120747.6746
MEM 106.425781 1771120747.7749
MEM 106.425781 1771120747.8751
MEM 106.425781 1771120747.9753
MEM 106.425781 1771120748.0755
MEM 106.425781 1771120748.1757
MEM 106.558594 1771120748.2760
MEM 106.558594 1771120748.3762
MEM 106.558594 1771120748.4764
MEM 106.562500 1771120748.5766
MEM 106.562500 1771120748.6769
MEM 106.562500 1771120748.7771
MEM 106.562500 1771120748.8773
MEM 106.562500 1771120748.9775
MEM 106.566406 1771120749.0778
MEM 106.566406 1771120749.1780
MEM 106.566406 1771120749.2782
MEM 106.566406 1771120749.3784
MEM 106.566406 1771120749.4786
MEM 106.570312 1771120749.5788
MEM 106.570312 1771120749.6791
MEM 106.570312 1771120749.7793
MEM 105.585938 1771120749.8796
