CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.328125 1783873180.1882
MEM 26.242188 1783873180.2885
MEM 34.449219 1783873180.3889
MEM 54.226562 1783873180.4892
MEM 60.066406 1783873180.5895
MEM 74.679688 1783873180.6898
MEM 85.953125 1783873180.7902
MEM 90.292969 1783873180.8904
MEM 96.699219 1783873180.9908
MEM 97.460938 1783873181.0911
MEM 97.554688 1783873181.1913
MEM 97.554688 1783873181.2917
MEM 98.113281 1783873181.3919
MEM 102.898438 1783873181.4922
MEM 106.585938 1783873181.5925
MEM 110.531250 1783873181.6928
MEM 112.480469 1783873181.7932
MEM 115.226562 1783873181.8935
MEM 115.742188 1783873181.9938
MEM 115.828125 1783873182.0942
MEM 115.882812 1783873182.1945
MEM 115.300781 1783873182.2949
