CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1783700940.2447
MEM 26.593750 1783700940.3450
MEM 42.050781 1783700940.4456
MEM 54.582031 1783700940.5459
MEM 56.195312 1783700940.6462
MEM 69.066406 1783700940.7464
MEM 77.007812 1783700940.8467
MEM 87.417969 1783700940.9469
MEM 91.953125 1783700941.0471
MEM 96.792969 1783700941.1473
MEM 96.789062 1783700941.2475
MEM 96.789062 1783700941.3478
MEM 97.539062 1783700941.4480
MEM 97.628906 1783700941.5482
MEM 97.632812 1783700941.6485
MEM 97.632812 1783700941.7487
MEM 97.632812 1783700941.8489
MEM 97.632812 1783700941.9492
MEM 97.632812 1783700942.0494
MEM 97.632812 1783700942.1497
MEM 97.632812 1783700942.2499
MEM 97.632812 1783700942.3501
MEM 97.632812 1783700942.4503
MEM 97.632812 1783700942.5506
MEM 97.632812 1783700942.6509
MEM 97.632812 1783700942.7512
MEM 97.632812 1783700942.8514
MEM 97.632812 1783700942.9516
MEM 97.632812 1783700943.0519
MEM 97.632812 1783700943.1521
MEM 97.632812 1783700943.2524
MEM 97.632812 1783700943.3526
MEM 97.632812 1783700943.4529
MEM 97.632812 1783700943.5532
MEM 97.632812 1783700943.6534
MEM 97.632812 1783700943.7536
MEM 97.632812 1783700943.8539
MEM 97.632812 1783700943.9542
MEM 97.632812 1783700944.0544
MEM 97.632812 1783700944.1547
MEM 97.632812 1783700944.2550
MEM 100.457031 1783700944.3552
MEM 105.503906 1783700944.4555
MEM 109.316406 1783700944.5558
MEM 110.992188 1783700944.6560
MEM 113.523438 1783700944.7562
MEM 115.460938 1783700944.8564
MEM 115.996094 1783700944.9567
MEM 116.105469 1783700945.0569
MEM 116.226562 1783700945.1572
MEM 116.289062 1783700945.2574
MEM 115.414062 1783700945.3578
