CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.152344 1767638324.8142
MEM 33.128906 1767638324.9174
MEM 52.351562 1767638325.0176
MEM 69.640625 1767638325.1179
MEM 84.449219 1767638325.2181
MEM 91.882812 1767638325.3184
MEM 97.257812 1767638325.4187
MEM 102.226562 1767638325.5189
MEM 102.851562 1767638325.6193
MEM 106.101562 1767638325.7196
MEM 106.226562 1767638325.8198
MEM 106.351562 1767638325.9201
MEM 106.351562 1767638326.0204
MEM 106.476562 1767638326.1207
MEM 106.476562 1767638326.2210
MEM 106.476562 1767638326.3213
MEM 106.476562 1767638326.4216
MEM 106.476562 1767638326.5219
MEM 106.476562 1767638326.6223
MEM 106.476562 1767638326.7226
MEM 106.476562 1767638326.8228
MEM 106.476562 1767638326.9231
MEM 106.476562 1767638327.0234
MEM 106.476562 1767638327.1237
MEM 106.476562 1767638327.2240
MEM 106.476562 1767638327.3243
MEM 106.476562 1767638327.4246
MEM 106.476562 1767638327.5248
MEM 106.476562 1767638327.6251
MEM 106.601562 1767638327.7253
MEM 106.601562 1767638327.8256
MEM 106.601562 1767638327.9259
MEM 106.601562 1767638328.0262
MEM 106.601562 1767638328.1265
MEM 106.601562 1767638328.2268
MEM 106.601562 1767638328.3271
MEM 106.601562 1767638328.4274
MEM 106.601562 1767638328.5277
MEM 106.601562 1767638328.6280
MEM 106.601562 1767638328.7283
MEM 106.601562 1767638328.8286
MEM 106.601562 1767638328.9288
MEM 106.601562 1767638329.0291
MEM 106.601562 1767638329.1294
MEM 106.601562 1767638329.2297
MEM 106.601562 1767638329.3300
MEM 106.601562 1767638329.4303
MEM 106.601562 1767638329.5306
MEM 106.601562 1767638329.6309
MEM 106.601562 1767638329.7312
MEM 106.601562 1767638329.8315
MEM 106.601562 1767638329.9318
MEM 106.601562 1767638330.0320
MEM 106.601562 1767638330.1323
MEM 106.601562 1767638330.2326
MEM 106.601562 1767638330.3329
MEM 106.601562 1767638330.4332
MEM 106.601562 1767638330.5335
MEM 106.601562 1767638330.6337
MEM 106.601562 1767638330.7340
MEM 106.601562 1767638330.8343
MEM 106.601562 1767638330.9346
MEM 106.601562 1767638331.0349
MEM 106.601562 1767638331.1353
MEM 106.601562 1767638331.2355
MEM 106.601562 1767638331.3358
MEM 106.601562 1767638331.4361
MEM 106.601562 1767638331.5364
MEM 106.601562 1767638331.6367
MEM 106.601562 1767638331.7369
MEM 106.601562 1767638331.8373
MEM 106.601562 1767638331.9375
MEM 106.601562 1767638332.0378
MEM 106.601562 1767638332.1381
MEM 106.601562 1767638332.2384
MEM 106.601562 1767638332.3387
MEM 106.601562 1767638332.4390
MEM 106.601562 1767638332.5393
MEM 106.601562 1767638332.6396
MEM 106.601562 1767638332.7399
MEM 106.601562 1767638332.8401
MEM 106.601562 1767638332.9404
MEM 106.601562 1767638333.0407
MEM 106.601562 1767638333.1410
MEM 106.601562 1767638333.2413
MEM 106.601562 1767638333.3416
MEM 106.601562 1767638333.4419
MEM 106.601562 1767638333.5423
MEM 106.601562 1767638333.6426
MEM 106.601562 1767638333.7428
MEM 106.601562 1767638333.8432
MEM 106.601562 1767638333.9434
MEM 106.601562 1767638334.0437
MEM 106.601562 1767638334.1441
MEM 106.601562 1767638334.2443
MEM 106.601562 1767638334.3446
MEM 106.601562 1767638334.4449
MEM 106.601562 1767638334.5452
MEM 106.601562 1767638334.6455
MEM 106.601562 1767638334.7458
MEM 106.601562 1767638334.8461
MEM 106.601562 1767638334.9464
MEM 106.601562 1767638335.0467
MEM 106.601562 1767638335.1470
MEM 106.601562 1767638335.2473
MEM 106.601562 1767638335.3476
MEM 106.601562 1767638335.4478
MEM 106.601562 1767638335.5481
MEM 106.601562 1767638335.6484
MEM 106.601562 1767638335.7486
MEM 106.601562 1767638335.8489
MEM 106.601562 1767638335.9492
MEM 106.601562 1767638336.0495
MEM 106.601562 1767638336.1498
MEM 106.601562 1767638336.2500
MEM 106.601562 1767638336.3503
MEM 106.601562 1767638336.4506
MEM 106.601562 1767638336.5509
MEM 106.601562 1767638336.6511
MEM 106.601562 1767638336.7514
MEM 106.601562 1767638336.8517
MEM 106.601562 1767638336.9519
MEM 106.601562 1767638337.0523
MEM 106.601562 1767638337.1526
MEM 106.601562 1767638337.2528
MEM 106.601562 1767638337.3531
MEM 106.601562 1767638337.4534
MEM 106.601562 1767638337.5536
MEM 106.601562 1767638337.6539
MEM 106.601562 1767638337.7542
MEM 106.601562 1767638337.8545
MEM 106.601562 1767638337.9548
MEM 106.601562 1767638338.0551
MEM 106.601562 1767638338.1554
MEM 106.601562 1767638338.2557
MEM 106.601562 1767638338.3560
MEM 106.601562 1767638338.4563
MEM 106.601562 1767638338.5566
MEM 106.601562 1767638338.6569
MEM 106.601562 1767638338.7576
MEM 106.601562 1767638338.8579
MEM 106.601562 1767638338.9582
MEM 106.601562 1767638339.0585
MEM 106.601562 1767638339.1588
MEM 106.601562 1767638339.2591
MEM 106.601562 1767638339.3594
MEM 106.601562 1767638339.4597
MEM 106.601562 1767638339.5599
MEM 106.601562 1767638339.6603
MEM 106.601562 1767638339.7605
MEM 106.601562 1767638339.8608
MEM 106.601562 1767638339.9611
MEM 106.601562 1767638340.0614
MEM 106.601562 1767638340.1617
MEM 106.601562 1767638340.2620
MEM 106.601562 1767638340.3622
MEM 106.601562 1767638340.4625
MEM 106.601562 1767638340.5628
MEM 106.601562 1767638340.6631
MEM 106.601562 1767638340.7633
MEM 106.601562 1767638340.8637
MEM 106.601562 1767638340.9639
MEM 106.601562 1767638341.0642
MEM 106.601562 1767638341.1645
MEM 106.601562 1767638341.2647
MEM 106.601562 1767638341.3650
MEM 106.601562 1767638341.4653
