CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.320312 1773428443.1870
MEM 28.109375 1773428443.2872
MEM 34.191406 1773428443.3875
MEM 44.062500 1773428443.4885
MEM 54.484375 1773428443.5887
MEM 62.867188 1773428443.6890
MEM 77.355469 1773428443.7893
MEM 94.023438 1773428443.8895
MEM 94.019531 1773428443.9897
MEM 94.722656 1773428444.0900
MEM 94.746094 1773428444.1902
MEM 94.992188 1773428444.2905
MEM 94.992188 1773428444.3908
MEM 94.992188 1773428444.4910
MEM 94.992188 1773428444.5913
MEM 94.992188 1773428444.6915
MEM 94.992188 1773428444.7917
MEM 94.992188 1773428444.8919
MEM 95.351562 1773428444.9921
MEM 95.351562 1773428445.0924
MEM 97.882812 1773428445.1926
MEM 103.785156 1773428445.2929
MEM 107.789062 1773428445.3931
MEM 108.496094 1773428445.4934
MEM 112.214844 1773428445.5936
MEM 112.671875 1773428445.6939
MEM 112.789062 1773428445.7941
MEM 112.867188 1773428445.8944
MEM 112.960938 1773428445.9947
