CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.453125 1771260053.4959
MEM 32.316406 1771260053.5964
MEM 50.996094 1771260053.6966
MEM 68.125000 1771260053.7969
MEM 80.566406 1771260053.8971
MEM 89.703125 1771260053.9974
MEM 96.429688 1771260054.0977
MEM 101.925781 1771260054.1981
MEM 103.066406 1771260054.2984
MEM 103.960938 1771260054.3987
MEM 103.988281 1771260054.4990
MEM 103.988281 1771260054.5994
MEM 103.988281 1771260054.6998
MEM 103.988281 1771260054.8001
MEM 103.988281 1771260054.9004
MEM 103.988281 1771260055.0007
MEM 103.988281 1771260055.1010
MEM 103.988281 1771260055.2014
MEM 103.988281 1771260055.3017
MEM 103.988281 1771260055.4020
MEM 103.988281 1771260055.5024
MEM 103.992188 1771260055.6027
MEM 103.992188 1771260055.7031
MEM 103.996094 1771260055.8034
MEM 104.000000 1771260055.9037
MEM 104.000000 1771260056.0041
MEM 104.000000 1771260056.1044
MEM 104.000000 1771260056.2048
MEM 104.000000 1771260056.3051
MEM 104.003906 1771260056.4054
MEM 104.003906 1771260056.5058
MEM 104.011719 1771260056.6061
MEM 104.011719 1771260056.7064
MEM 104.011719 1771260056.8068
MEM 104.015625 1771260056.9071
MEM 104.015625 1771260057.0074
MEM 104.015625 1771260057.1078
MEM 104.019531 1771260057.2081
MEM 104.019531 1771260057.3084
MEM 104.019531 1771260057.4087
MEM 104.019531 1771260057.5091
MEM 104.027344 1771260057.6094
MEM 104.027344 1771260057.7098
MEM 104.027344 1771260057.8101
MEM 104.027344 1771260057.9104
MEM 104.031250 1771260058.0107
MEM 104.035156 1771260058.1111
MEM 104.035156 1771260058.2114
MEM 104.035156 1771260058.3118
MEM 104.042969 1771260058.4122
MEM 104.042969 1771260058.5126
MEM 104.046875 1771260058.6130
MEM 104.050781 1771260058.7133
MEM 104.058594 1771260058.8137
MEM 104.062500 1771260058.9140
MEM 104.062500 1771260059.0144
MEM 104.066406 1771260059.1147
MEM 104.070312 1771260059.2151
MEM 104.078125 1771260059.3155
MEM 104.082031 1771260059.4158
MEM 104.093750 1771260059.5162
MEM 104.105469 1771260059.6166
MEM 104.109375 1771260059.7169
MEM 104.117188 1771260059.8173
MEM 104.125000 1771260059.9176
MEM 104.132812 1771260060.0180
MEM 104.140625 1771260060.1184
MEM 104.148438 1771260060.2187
MEM 104.156250 1771260060.3191
MEM 104.164062 1771260060.4194
MEM 104.171875 1771260060.5197
MEM 104.195312 1771260060.6200
MEM 104.203125 1771260060.7203
MEM 104.210938 1771260060.8207
MEM 104.214844 1771260060.9211
MEM 104.222656 1771260061.0214
MEM 104.226562 1771260061.1218
MEM 104.234375 1771260061.2223
MEM 104.242188 1771260061.3227
MEM 104.246094 1771260061.4230
MEM 104.253906 1771260061.5234
MEM 104.257812 1771260061.6237
MEM 104.265625 1771260061.7241
MEM 104.273438 1771260061.8244
MEM 104.281250 1771260061.9248
MEM 104.289062 1771260062.0252
MEM 104.296875 1771260062.1255
MEM 104.304688 1771260062.2259
MEM 104.312500 1771260062.3263
MEM 104.320312 1771260062.4267
MEM 104.328125 1771260062.5270
MEM 104.332031 1771260062.6274
MEM 104.343750 1771260062.7277
MEM 104.347656 1771260062.8281
MEM 104.351562 1771260062.9285
MEM 104.355469 1771260063.0288
MEM 104.359375 1771260063.1292
MEM 104.367188 1771260063.2296
MEM 104.375000 1771260063.3299
MEM 104.386719 1771260063.4303
MEM 104.394531 1771260063.5307
MEM 104.398438 1771260063.6311
MEM 103.445312 1771260063.7314
