CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.488281 1771260045.6776
MEM 26.593750 1771260045.7779
MEM 29.867188 1771260045.8782
MEM 32.816406 1771260045.9785
MEM 36.078125 1771260046.0788
MEM 43.683594 1771260046.1804
MEM 46.628906 1771260046.2807
MEM 50.378906 1771260046.3810
MEM 57.593750 1771260046.4813
MEM 63.632812 1771260046.5816
MEM 72.375000 1771260046.6819
MEM 72.937500 1771260046.7822
MEM 74.710938 1771260046.8825
MEM 85.500000 1771260046.9828
MEM 84.957031 1771260047.0832
MEM 85.570312 1771260047.1835
MEM 86.300781 1771260047.2839
MEM 87.582031 1771260047.3842
MEM 89.515625 1771260047.4845
MEM 92.593750 1771260047.5848
MEM 94.054688 1771260047.6851
MEM 96.121094 1771260047.7854
MEM 102.613281 1771260047.8857
MEM 106.816406 1771260047.9860
MEM 106.847656 1771260048.0863
MEM 107.457031 1771260048.1866
MEM 107.457031 1771260048.2869
MEM 107.457031 1771260048.3872
MEM 107.523438 1771260048.4875
MEM 107.523438 1771260048.5878
MEM 107.523438 1771260048.6881
MEM 107.523438 1771260048.7884
MEM 107.523438 1771260048.8887
MEM 107.523438 1771260048.9890
MEM 108.914062 1771260049.0894
MEM 111.781250 1771260049.1897
MEM 114.187500 1771260049.2900
MEM 118.820312 1771260049.3904
MEM 119.160156 1771260049.4907
MEM 119.929688 1771260049.5910
MEM 120.121094 1771260049.6913
MEM 120.667969 1771260049.7917
MEM 121.773438 1771260049.8920
MEM 124.488281 1771260049.9923
MEM 124.644531 1771260050.0927
MEM 124.683594 1771260050.1930
MEM 124.750000 1771260050.2934
MEM 124.792969 1771260050.3937
MEM 122.843750 1771260050.4940
