CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.492188 1781102639.5892
MEM 25.488281 1781102639.6895
MEM 34.167969 1781102639.7898
MEM 44.816406 1781102639.8920
MEM 60.914062 1781102639.9923
MEM 74.929688 1781102640.0925
MEM 90.886719 1781102640.1929
MEM 93.777344 1781102640.2932
MEM 94.511719 1781102640.3934
MEM 95.140625 1781102640.4937
MEM 97.636719 1781102640.5940
MEM 103.285156 1781102640.6943
MEM 106.707031 1781102640.7946
MEM 108.136719 1781102640.8949
MEM 111.851562 1781102640.9953
MEM 112.441406 1781102641.0956
MEM 112.808594 1781102641.1959
MEM 112.894531 1781102641.2962
MEM 112.968750 1781102641.3965
MEM 113.000000 1781102641.4968
