CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1784661671.9148
MEM 26.402344 1784661672.0151
MEM 39.570312 1784661672.1157
MEM 56.175781 1784661672.2160
MEM 69.253906 1784661672.3163
MEM 84.976562 1784661672.4165
MEM 95.742188 1784661672.5169
MEM 97.406250 1784661672.6172
MEM 97.500000 1784661672.7175
MEM 97.500000 1784661672.8178
MEM 98.128906 1784661672.9181
MEM 103.671875 1784661673.0184
MEM 106.691406 1784661673.1187
MEM 110.503906 1784661673.2190
MEM 112.332031 1784661673.3193
MEM 115.117188 1784661673.4197
MEM 115.382812 1784661673.5200
MEM 115.476562 1784661673.6203
MEM 115.617188 1784661673.7207
MEM 0.000000 1784661673.8210
