CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1783949377.0494
MEM 26.546875 1783949377.1497
MEM 36.871094 1783949377.2500
MEM 51.562500 1783949377.3525
MEM 61.031250 1783949377.4527
MEM 76.578125 1783949377.5530
MEM 88.449219 1783949377.6533
MEM 96.957031 1783949377.7535
MEM 96.957031 1783949377.8539
MEM 97.648438 1783949377.9542
MEM 97.792969 1783949378.0545
MEM 97.796875 1783949378.1547
MEM 97.800781 1783949378.2550
MEM 97.800781 1783949378.3553
MEM 97.800781 1783949378.4556
MEM 97.800781 1783949378.5559
MEM 97.800781 1783949378.6562
MEM 97.800781 1783949378.7564
MEM 97.800781 1783949378.8567
MEM 100.148438 1783949378.9570
MEM 105.203125 1783949379.0574
MEM 108.414062 1783949379.1577
MEM 111.019531 1783949379.2580
MEM 113.046875 1783949379.3584
MEM 115.558594 1783949379.4587
MEM 115.972656 1783949379.5590
MEM 116.105469 1783949379.6594
MEM 116.199219 1783949379.7597
MEM 116.234375 1783949379.8601
MEM 113.281250 1783949379.9606
