CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1778521718.1261
MEM 26.347656 1778521718.2263
MEM 31.437500 1778521718.3265
MEM 35.617188 1778521718.4268
MEM 45.968750 1778521718.5289
MEM 59.445312 1778521718.6292
MEM 75.250000 1778521718.7295
MEM 89.871094 1778521718.8298
MEM 96.101562 1778521718.9301
MEM 96.792969 1778521719.0303
MEM 96.898438 1778521719.1305
MEM 96.898438 1778521719.2307
MEM 96.898438 1778521719.3309
MEM 96.898438 1778521719.4312
MEM 96.898438 1778521719.5315
MEM 97.183594 1778521719.6317
MEM 97.183594 1778521719.7319
MEM 97.183594 1778521719.8321
MEM 97.183594 1778521719.9323
MEM 97.183594 1778521720.0325
MEM 99.871094 1778521720.1328
MEM 104.968750 1778521720.2330
MEM 108.703125 1778521720.3333
MEM 110.332031 1778521720.4336
MEM 114.179688 1778521720.5338
MEM 114.914062 1778521720.6340
MEM 115.191406 1778521720.7343
MEM 115.324219 1778521720.8345
MEM 115.429688 1778521720.9347
MEM 115.460938 1778521721.0350
