CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1783692857.2834
MEM 26.519531 1783692857.3836
MEM 41.832031 1783692857.4849
MEM 54.691406 1783692857.5851
MEM 68.230469 1783692857.6854
MEM 78.449219 1783692857.7856
MEM 87.839844 1783692857.8859
MEM 96.675781 1783692857.9861
MEM 96.667969 1783692858.0863
MEM 97.250000 1783692858.1865
MEM 97.421875 1783692858.2867
MEM 97.507812 1783692858.3870
MEM 99.312500 1783692858.4872
MEM 104.667969 1783692858.5874
MEM 108.457031 1783692858.6878
MEM 110.656250 1783692858.7880
MEM 112.417969 1783692858.8883
MEM 115.207031 1783692858.9885
MEM 115.429688 1783692859.0888
MEM 115.507812 1783692859.1891
MEM 115.800781 1783692859.2893
MEM 115.843750 1783692859.3896
MEM 114.308594 1783692859.4899
