CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.265625 1771360571.6461
MEM 26.800781 1771360571.7464
MEM 29.453125 1771360571.8467
MEM 30.113281 1771360571.9470
MEM 32.835938 1771360572.0473
MEM 33.214844 1771360572.1476
MEM 35.308594 1771360572.2479
MEM 43.230469 1771360572.3482
MEM 44.203125 1771360572.4484
MEM 49.402344 1771360572.5487
MEM 51.398438 1771360572.6490
MEM 58.015625 1771360572.7492
MEM 63.320312 1771360572.8495
MEM 71.050781 1771360572.9498
MEM 71.613281 1771360573.0501
MEM 73.332031 1771360573.1504
MEM 85.152344 1771360573.2507
MEM 84.621094 1771360573.3511
MEM 85.281250 1771360573.4513
MEM 85.789062 1771360573.5517
MEM 87.160156 1771360573.6520
MEM 88.964844 1771360573.7523
MEM 91.972656 1771360573.8526
MEM 93.175781 1771360573.9528
MEM 95.183594 1771360574.0531
MEM 101.312500 1771360574.1534
MEM 104.289062 1771360574.2537
MEM 106.492188 1771360574.3540
MEM 106.492188 1771360574.4543
MEM 107.097656 1771360574.5545
MEM 107.097656 1771360574.6547
MEM 107.164062 1771360574.7550
MEM 107.535156 1771360574.8553
MEM 110.765625 1771360574.9556
MEM 112.597656 1771360575.0558
MEM 113.917969 1771360575.1561
MEM 118.523438 1771360575.2563
MEM 119.617188 1771360575.3566
MEM 119.656250 1771360575.4570
MEM 119.953125 1771360575.5573
MEM 120.656250 1771360575.6576
MEM 123.753906 1771360575.7579
MEM 124.250000 1771360575.8582
MEM 124.316406 1771360575.9585
MEM 124.359375 1771360576.0589
MEM 124.414062 1771360576.1592
MEM 124.453125 1771360576.2595
MEM 122.042969 1771360576.3598
