CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.257812 1771360579.2877
MEM 32.265625 1771360579.3880
MEM 50.828125 1771360579.4883
MEM 68.160156 1771360579.5885
MEM 82.980469 1771360579.6888
MEM 91.804688 1771360579.7891
MEM 97.468750 1771360579.8894
MEM 102.191406 1771360579.9897
MEM 102.890625 1771360580.0900
MEM 103.773438 1771360580.1902
MEM 103.800781 1771360580.2904
MEM 103.800781 1771360580.3907
MEM 103.800781 1771360580.4910
MEM 103.800781 1771360580.5913
MEM 103.812500 1771360580.6916
MEM 103.812500 1771360580.7918
MEM 103.812500 1771360580.8921
MEM 103.812500 1771360580.9924
MEM 103.820312 1771360581.0927
MEM 103.839844 1771360581.1930
MEM 103.839844 1771360581.2933
MEM 103.839844 1771360581.3935
MEM 103.839844 1771360581.4939
MEM 103.839844 1771360581.5941
MEM 103.839844 1771360581.6945
MEM 103.839844 1771360581.7947
MEM 103.839844 1771360581.8950
MEM 103.839844 1771360581.9952
MEM 103.839844 1771360582.0956
MEM 103.839844 1771360582.1959
MEM 103.839844 1771360582.2962
MEM 103.843750 1771360582.3964
MEM 103.843750 1771360582.4967
MEM 103.847656 1771360582.5970
MEM 103.847656 1771360582.6973
MEM 103.847656 1771360582.7976
MEM 103.851562 1771360582.8979
MEM 103.855469 1771360582.9981
MEM 103.855469 1771360583.0984
MEM 103.855469 1771360583.1987
MEM 103.859375 1771360583.2990
MEM 103.859375 1771360583.3993
MEM 103.859375 1771360583.4995
MEM 103.859375 1771360583.5998
MEM 103.871094 1771360583.7001
MEM 103.871094 1771360583.8004
MEM 103.871094 1771360583.9007
MEM 103.871094 1771360584.0009
MEM 103.875000 1771360584.1012
MEM 103.886719 1771360584.2015
MEM 103.890625 1771360584.3018
MEM 103.890625 1771360584.4022
MEM 103.890625 1771360584.5024
MEM 103.898438 1771360584.6026
MEM 103.910156 1771360584.7030
MEM 103.914062 1771360584.8033
MEM 103.917969 1771360584.9036
MEM 103.917969 1771360585.0038
MEM 103.929688 1771360585.1040
MEM 103.937500 1771360585.2042
MEM 103.945312 1771360585.3046
MEM 103.957031 1771360585.4049
MEM 103.960938 1771360585.5052
MEM 103.968750 1771360585.6055
MEM 103.976562 1771360585.7058
MEM 103.984375 1771360585.8060
MEM 103.996094 1771360585.9064
MEM 104.000000 1771360586.0067
MEM 104.007812 1771360586.1069
MEM 104.019531 1771360586.2072
MEM 104.023438 1771360586.3075
MEM 104.031250 1771360586.4078
MEM 104.039062 1771360586.5081
MEM 104.050781 1771360586.6084
MEM 104.058594 1771360586.7086
MEM 104.066406 1771360586.8089
MEM 104.074219 1771360586.9092
MEM 104.082031 1771360587.0095
MEM 104.089844 1771360587.1098
MEM 104.093750 1771360587.2101
MEM 104.101562 1771360587.3103
MEM 104.117188 1771360587.4106
MEM 104.117188 1771360587.5110
MEM 104.128906 1771360587.6113
MEM 104.132812 1771360587.7115
MEM 104.140625 1771360587.8118
MEM 104.152344 1771360587.9120
MEM 104.160156 1771360588.0123
MEM 104.164062 1771360588.1126
MEM 104.167969 1771360588.2130
MEM 104.183594 1771360588.3132
MEM 104.195312 1771360588.4135
MEM 104.203125 1771360588.5139
MEM 104.210938 1771360588.6142
MEM 104.218750 1771360588.7145
MEM 104.226562 1771360588.8147
MEM 104.230469 1771360588.9150
MEM 104.238281 1771360589.0152
MEM 104.242188 1771360589.1155
MEM 103.277344 1771360589.2159
