CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1784125464.9132
MEM 26.871094 1784125465.0135
MEM 42.472656 1784125465.1141
MEM 56.445312 1784125465.2143
MEM 72.484375 1784125465.3146
MEM 87.523438 1784125465.4149
MEM 96.980469 1784125465.5151
MEM 97.726562 1784125465.6155
MEM 97.820312 1784125465.7158
MEM 101.082031 1784125465.8161
MEM 105.734375 1784125465.9164
MEM 110.273438 1784125466.0167
MEM 111.511719 1784125466.1170
MEM 115.378906 1784125466.2173
MEM 115.953125 1784125466.3176
MEM 116.074219 1784125466.4180
MEM 116.230469 1784125466.5183
MEM 116.265625 1784125466.6186
MEM 113.339844 1784125466.7189
