CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1773412016.1912
MEM 25.921875 1773412016.2915
MEM 33.746094 1773412016.3919
MEM 37.859375 1773412016.4922
MEM 43.671875 1773412016.5925
MEM 56.757812 1773412016.6928
MEM 66.355469 1773412016.7931
MEM 79.339844 1773412016.8935
MEM 95.171875 1773412016.9938
MEM 96.128906 1773412017.0941
MEM 96.648438 1773412017.1944
MEM 97.246094 1773412017.2947
MEM 101.312500 1773412017.3950
MEM 105.828125 1773412017.4953
MEM 109.828125 1773412017.5956
MEM 110.765625 1773412017.6959
MEM 114.226562 1773412017.7962
MEM 114.859375 1773412017.8965
MEM 115.218750 1773412017.9968
MEM 115.410156 1773412018.0972
MEM 115.453125 1773412018.1975
MEM 113.539062 1773412018.2978
