CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1784733585.6919
MEM 26.382812 1784733585.7922
MEM 39.765625 1784733585.8935
MEM 54.203125 1784733585.9938
MEM 63.367188 1784733586.0941
MEM 77.070312 1784733586.1943
MEM 87.515625 1784733586.2945
MEM 92.562500 1784733586.3948
MEM 97.488281 1784733586.4951
MEM 97.515625 1784733586.5954
MEM 97.609375 1784733586.6957
MEM 98.199219 1784733586.7960
MEM 102.699219 1784733586.8963
MEM 106.523438 1784733586.9966
MEM 110.285156 1784733587.0969
MEM 111.398438 1784733587.1973
MEM 114.730469 1784733587.2976
MEM 115.265625 1784733587.3979
MEM 115.425781 1784733587.4982
MEM 115.519531 1784733587.5986
MEM 115.601562 1784733587.6989
MEM 114.617188 1784733587.7993
