CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1784649673.5946
MEM 26.515625 1784649673.6949
MEM 41.953125 1784649673.7952
MEM 54.542969 1784649673.8955
MEM 64.402344 1784649673.9958
MEM 78.320312 1784649674.0961
MEM 91.878906 1784649674.1964
MEM 97.425781 1784649674.2967
MEM 97.562500 1784649674.3970
MEM 97.566406 1784649674.4972
MEM 100.675781 1784649674.5975
MEM 105.898438 1784649674.6978
MEM 110.113281 1784649674.7981
MEM 111.097656 1784649674.8984
MEM 114.515625 1784649674.9986
MEM 115.429688 1784649675.0990
MEM 115.832031 1784649675.1993
MEM 116.101562 1784649675.2996
MEM 116.148438 1784649675.3999
MEM 114.195312 1784649675.5003
