CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.332031 1783694964.8136
MEM 26.664062 1783694964.9139
MEM 39.347656 1783694965.0152
MEM 54.007812 1783694965.1155
MEM 56.285156 1783694965.2158
MEM 71.394531 1783694965.3161
MEM 77.140625 1783694965.4164
MEM 87.382812 1783694965.5167
MEM 92.394531 1783694965.6171
MEM 96.718750 1783694965.7174
MEM 97.085938 1783694965.8177
MEM 97.542969 1783694965.9180
MEM 97.554688 1783694966.0183
MEM 97.558594 1783694966.1186
MEM 97.558594 1783694966.2189
MEM 97.558594 1783694966.3192
MEM 97.558594 1783694966.4195
MEM 97.558594 1783694966.5198
MEM 97.558594 1783694966.6201
MEM 97.558594 1783694966.7204
MEM 97.558594 1783694966.8207
MEM 97.558594 1783694966.9210
MEM 97.558594 1783694967.0214
MEM 97.558594 1783694967.1216
MEM 97.558594 1783694967.2219
MEM 97.558594 1783694967.3222
MEM 97.558594 1783694967.4225
MEM 97.558594 1783694967.5228
MEM 97.558594 1783694967.6232
MEM 97.558594 1783694967.7235
MEM 97.558594 1783694967.8237
MEM 97.558594 1783694967.9240
MEM 98.183594 1783694968.0243
MEM 103.628906 1783694968.1245
MEM 106.675781 1783694968.2249
MEM 110.683594 1783694968.3253
MEM 111.972656 1783694968.4256
MEM 115.066406 1783694968.5258
MEM 115.589844 1783694968.6261
MEM 116.035156 1783694968.7263
MEM 116.078125 1783694968.8266
MEM 116.132812 1783694968.9268
MEM 116.187500 1783694969.0272
