CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.140625 1767395452.0316
MEM 32.851562 1767395452.1335
MEM 52.773438 1767395452.2337
MEM 69.679688 1767395452.3339
MEM 85.757812 1767395452.4342
MEM 92.433594 1767395452.5344
MEM 97.433594 1767395452.6347
MEM 102.082031 1767395452.7349
MEM 103.082031 1767395452.8359
MEM 103.457031 1767395452.9361
MEM 103.457031 1767395453.0364
MEM 103.457031 1767395453.1366
MEM 103.457031 1767395453.2368
MEM 103.457031 1767395453.3370
MEM 103.457031 1767395453.4372
MEM 103.457031 1767395453.5375
MEM 103.457031 1767395453.6377
MEM 103.457031 1767395453.7379
MEM 103.457031 1767395453.8381
MEM 103.457031 1767395453.9384
MEM 103.457031 1767395454.0386
MEM 103.457031 1767395454.1388
MEM 103.457031 1767395454.2390
MEM 103.457031 1767395454.3392
MEM 103.457031 1767395454.4394
MEM 103.457031 1767395454.5396
MEM 103.457031 1767395454.6399
MEM 103.457031 1767395454.7401
MEM 103.457031 1767395454.8403
MEM 103.457031 1767395454.9405
MEM 103.457031 1767395455.0407
MEM 103.457031 1767395455.1409
MEM 103.457031 1767395455.2411
MEM 103.457031 1767395455.3414
MEM 103.457031 1767395455.4416
MEM 103.457031 1767395455.5418
MEM 103.457031 1767395455.6420
MEM 103.457031 1767395455.7422
MEM 103.457031 1767395455.8424
MEM 103.457031 1767395455.9426
MEM 103.457031 1767395456.0429
MEM 103.457031 1767395456.1431
MEM 103.457031 1767395456.2433
MEM 103.457031 1767395456.3435
MEM 103.457031 1767395456.4437
MEM 103.457031 1767395456.5439
MEM 103.582031 1767395456.6441
MEM 103.582031 1767395456.7444
MEM 103.582031 1767395456.8446
MEM 103.582031 1767395456.9448
MEM 103.582031 1767395457.0450
MEM 103.582031 1767395457.1453
MEM 103.582031 1767395457.2455
MEM 103.582031 1767395457.3457
MEM 103.582031 1767395457.4459
MEM 103.582031 1767395457.5461
MEM 103.582031 1767395457.6464
MEM 103.582031 1767395457.7465
MEM 103.582031 1767395457.8468
MEM 103.582031 1767395457.9470
MEM 103.582031 1767395458.0472
MEM 103.582031 1767395458.1474
MEM 103.582031 1767395458.2477
MEM 103.582031 1767395458.3480
MEM 103.582031 1767395458.4482
MEM 103.582031 1767395458.5485
MEM 103.582031 1767395458.6486
MEM 103.707031 1767395458.7489
MEM 103.707031 1767395458.8491
MEM 103.707031 1767395458.9493
MEM 103.707031 1767395459.0495
MEM 103.707031 1767395459.1497
MEM 103.707031 1767395459.2499
MEM 103.707031 1767395459.3501
MEM 103.707031 1767395459.4504
MEM 103.707031 1767395459.5506
MEM 103.707031 1767395459.6508
MEM 103.707031 1767395459.7510
MEM 103.707031 1767395459.8512
MEM 103.707031 1767395459.9516
MEM 103.707031 1767395460.0518
MEM 103.707031 1767395460.1520
MEM 103.707031 1767395460.2522
MEM 103.832031 1767395460.3524
MEM 103.832031 1767395460.4526
MEM 103.832031 1767395460.5529
MEM 103.832031 1767395460.6531
MEM 103.832031 1767395460.7533
MEM 103.832031 1767395460.8535
MEM 103.832031 1767395460.9538
MEM 103.832031 1767395461.0540
MEM 103.832031 1767395461.1542
MEM 103.832031 1767395461.2544
MEM 103.832031 1767395461.3546
MEM 103.832031 1767395461.4548
MEM 103.832031 1767395461.5551
MEM 103.832031 1767395461.6552
MEM 103.832031 1767395461.7554
MEM 102.894531 1767395461.8557
