CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1783613156.1117
MEM 26.171875 1783613156.2120
MEM 41.808594 1783613156.3131
MEM 51.519531 1783613156.4134
MEM 60.042969 1783613156.5136
MEM 75.726562 1783613156.6139
MEM 87.250000 1783613156.7141
MEM 92.222656 1783613156.8144
MEM 97.398438 1783613156.9146
MEM 97.433594 1783613157.0150
MEM 97.539062 1783613157.1152
MEM 98.078125 1783613157.2155
MEM 102.703125 1783613157.3158
MEM 106.531250 1783613157.4161
MEM 110.492188 1783613157.5164
MEM 111.207031 1783613157.6167
MEM 115.015625 1783613157.7170
MEM 115.316406 1783613157.8173
MEM 115.640625 1783613157.9176
MEM 115.675781 1783613158.0178
MEM 115.933594 1783613158.1181
MEM 115.968750 1783613158.2184
MEM 112.324219 1783613158.3187
