CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1785527265.2215
MEM 28.886719 1785527265.3218
MEM 47.687500 1785527265.4221
MEM 60.492188 1785527265.5223
MEM 77.542969 1785527265.6225
MEM 88.039062 1785527265.7228
MEM 96.882812 1785527265.8230
MEM 96.882812 1785527265.9233
MEM 97.652344 1785527266.0236
MEM 97.730469 1785527266.1239
MEM 97.734375 1785527266.2242
MEM 97.734375 1785527266.3244
MEM 97.734375 1785527266.4247
MEM 97.734375 1785527266.5250
MEM 97.734375 1785527266.6253
MEM 97.734375 1785527266.7255
MEM 97.734375 1785527266.8258
MEM 100.402344 1785527266.9261
MEM 105.683594 1785527267.0263
MEM 110.554688 1785527267.1266
MEM 113.640625 1785527267.2269
MEM 115.835938 1785527267.3272
MEM 116.238281 1785527267.4275
MEM 116.289062 1785527267.5278
