CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.250000 1771280231.0333
MEM 32.527344 1771280231.1336
MEM 42.335938 1771280231.2346
MEM 55.332031 1771280231.3348
MEM 59.957031 1771280231.4350
MEM 62.062500 1771280231.5353
MEM 73.457031 1771280231.6356
MEM 76.058594 1771280231.7359
MEM 76.136719 1771280231.8362
MEM 78.054688 1771280231.9364
MEM 79.382812 1771280232.0367
MEM 82.324219 1771280232.1370
MEM 85.046875 1771280232.2372
MEM 93.132812 1771280232.3375
MEM 97.773438 1771280232.4378
MEM 101.062500 1771280232.5380
