CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python /home/runner/work/pykappa/pykappa/profiling/profile.py --run uni_bi_small
MEM 0.253906 1785346357.0504
MEM 28.027344 1785346357.1507
MEM 49.164062 1785346357.2510
MEM 67.964844 1785346357.3512
MEM 83.675781 1785346357.4515
MEM 90.000000 1785346357.5518
MEM 95.402344 1785346357.6521
MEM 99.246094 1785346357.7524
MEM 99.898438 1785346357.8528
MEM 102.359375 1785346357.9531
MEM 102.445312 1785346358.0534
MEM 102.664062 1785346358.1537
MEM 103.710938 1785346358.2539
MEM 105.218750 1785346358.3543
MEM 105.218750 1785346358.4546
MEM 105.226562 1785346358.5548
MEM 105.230469 1785346358.6552
MEM 105.230469 1785346358.7555
MEM 105.230469 1785346358.8558
MEM 105.230469 1785346358.9562
MEM 105.230469 1785346359.0565
MEM 105.234375 1785346359.1569
MEM 105.238281 1785346359.2572
MEM 105.238281 1785346359.3576
MEM 105.238281 1785346359.4579
MEM 105.246094 1785346359.5582
MEM 105.250000 1785346359.6585
MEM 105.253906 1785346359.7589
MEM 105.261719 1785346359.8592
MEM 105.265625 1785346359.9595
MEM 105.269531 1785346360.0598
MEM 105.273438 1785346360.1602
MEM 105.277344 1785346360.2606
MEM 105.281250 1785346360.3609
MEM 105.285156 1785346360.4612
MEM 105.292969 1785346360.5614
MEM 105.296875 1785346360.6618
MEM 105.300781 1785346360.7621
MEM 105.304688 1785346360.8624
MEM 105.308594 1785346360.9628
MEM 105.312500 1785346361.0631
MEM 105.312500 1785346361.1635
MEM 105.316406 1785346361.2637
MEM 105.324219 1785346361.3640
MEM 105.328125 1785346361.4644
MEM 105.332031 1785346361.5647
MEM 105.335938 1785346361.6650
MEM 105.339844 1785346361.7654
MEM 105.347656 1785346361.8657
MEM 105.351562 1785346361.9660
MEM 105.359375 1785346362.0663
MEM 105.359375 1785346362.1666
MEM 105.363281 1785346362.2669
MEM 105.371094 1785346362.3672
MEM 105.375000 1785346362.4676
MEM 105.378906 1785346362.5678
MEM 105.382812 1785346362.6681
MEM 105.386719 1785346362.7685
MEM 105.394531 1785346362.8688
MEM 105.394531 1785346362.9692
MEM 105.394531 1785346363.0695
MEM 105.394531 1785346363.1698
MEM 105.394531 1785346363.2701
MEM 105.394531 1785346363.3704
MEM 105.394531 1785346363.4708
MEM 105.398438 1785346363.5711
MEM 105.402344 1785346363.6714
MEM 105.406250 1785346363.7717
MEM 105.406250 1785346363.8720
MEM 105.410156 1785346363.9723
MEM 105.414062 1785346364.0726
MEM 105.417969 1785346364.1729
MEM 105.421875 1785346364.2732
MEM 105.425781 1785346364.3735
MEM 105.429688 1785346364.4737
MEM 105.429688 1785346364.5740
MEM 105.429688 1785346364.6742
MEM 105.429688 1785346364.7745
MEM 105.429688 1785346364.8748
MEM 105.429688 1785346364.9750
MEM 105.429688 1785346365.0753
MEM 105.429688 1785346365.1756
MEM 105.429688 1785346365.2758
MEM 105.429688 1785346365.3760
MEM 105.429688 1785346365.4763
MEM 105.429688 1785346365.5766
MEM 105.429688 1785346365.6768
MEM 105.429688 1785346365.7770
MEM 105.429688 1785346365.8773
MEM 105.429688 1785346365.9776
MEM 105.429688 1785346366.0778
MEM 105.429688 1785346366.1781
MEM 105.429688 1785346366.2783
MEM 105.429688 1785346366.3786
MEM 105.429688 1785346366.4788
MEM 105.429688 1785346366.5791
MEM 105.429688 1785346366.6794
MEM 105.429688 1785346366.7797
MEM 105.429688 1785346366.8801
MEM 105.429688 1785346366.9804
MEM 105.433594 1785346367.0806
MEM 105.437500 1785346367.1810
MEM 105.445312 1785346367.2813
MEM 105.449219 1785346367.3816
MEM 105.453125 1785346367.4819
MEM 105.457031 1785346367.5823
MEM 105.464844 1785346367.6826
MEM 105.464844 1785346367.7830
MEM 105.464844 1785346367.8833
MEM 105.472656 1785346367.9836
MEM 105.476562 1785346368.0840
MEM 105.480469 1785346368.1843
MEM 105.484375 1785346368.2847
MEM 105.488281 1785346368.3851
MEM 105.492188 1785346368.4854
MEM 105.496094 1785346368.5857
MEM 105.500000 1785346368.6860
MEM 105.507812 1785346368.7863
MEM 105.511719 1785346368.8867
MEM 105.515625 1785346368.9870
MEM 105.519531 1785346369.0873
MEM 105.527344 1785346369.1876
MEM 105.527344 1785346369.2879
MEM 105.539062 1785346369.3881
MEM 105.539062 1785346369.4884
MEM 105.546875 1785346369.5887
MEM 105.550781 1785346369.6890
MEM 105.554688 1785346369.7893
MEM 105.558594 1785346369.8897
MEM 105.562500 1785346369.9899
MEM 105.566406 1785346370.0902
MEM 105.570312 1785346370.1906
MEM 105.574219 1785346370.2909
MEM 105.574219 1785346370.3912
MEM 105.582031 1785346370.4916
MEM 105.585938 1785346370.5918
MEM 105.589844 1785346370.6921
MEM 105.597656 1785346370.7924
MEM 105.601562 1785346370.8927
MEM 105.605469 1785346370.9930
MEM 105.609375 1785346371.0933
MEM 105.613281 1785346371.1936
MEM 105.617188 1785346371.2940
