CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781273532.8523
MEM 26.273438 1781273532.9526
MEM 33.972656 1781273533.0528
MEM 35.332031 1781273533.1531
MEM 48.910156 1781273533.2561
MEM 60.554688 1781273533.3564
MEM 74.855469 1781273533.4567
MEM 87.554688 1781273533.5569
MEM 95.417969 1781273533.6572
MEM 95.992188 1781273533.7576
MEM 96.078125 1781273533.8579
MEM 96.078125 1781273533.9582
MEM 96.355469 1781273534.0584
MEM 96.800781 1781273534.1587
MEM 102.109375 1781273534.2590
MEM 105.464844 1781273534.3593
MEM 110.039062 1781273534.4597
MEM 110.812500 1781273534.5601
MEM 114.667969 1781273534.6604
MEM 115.167969 1781273534.7607
MEM 115.550781 1781273534.8611
MEM 115.593750 1781273534.9614
MEM 115.640625 1781273535.0617
MEM 115.675781 1781273535.1621
MEM 112.046875 1781273535.2625
