CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1773424574.7349
MEM 26.296875 1773424574.8352
MEM 33.910156 1773424574.9355
MEM 34.964844 1773424575.0357
MEM 49.757812 1773424575.1364
MEM 68.027344 1773424575.2366
MEM 84.156250 1773424575.3369
MEM 96.070312 1773424575.4371
MEM 96.757812 1773424575.5373
MEM 96.785156 1773424575.6376
MEM 96.792969 1773424575.7378
MEM 97.378906 1773424575.8379
MEM 99.847656 1773424575.9382
MEM 105.109375 1773424576.0384
MEM 109.207031 1773424576.1387
MEM 110.464844 1773424576.2389
MEM 113.355469 1773424576.3392
MEM 114.546875 1773424576.4394
MEM 114.761719 1773424576.5396
MEM 114.859375 1773424576.6398
MEM 115.113281 1773424576.7401
MEM 115.156250 1773424576.8404
MEM 0.000000 1773424576.9407
