CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.261719 1771351883.8853
MEM 26.296875 1771351883.9856
MEM 28.480469 1771351884.0859
MEM 29.933594 1771351884.1862
MEM 30.570312 1771351884.2865
MEM 32.910156 1771351884.3868
MEM 33.808594 1771351884.4871
MEM 35.812500 1771351884.5874
MEM 44.015625 1771351884.6882
MEM 46.289062 1771351884.7884
MEM 50.328125 1771351884.8887
MEM 57.308594 1771351884.9890
MEM 59.628906 1771351885.0893
MEM 71.371094 1771351885.1896
MEM 72.011719 1771351885.2899
MEM 73.078125 1771351885.3901
MEM 83.550781 1771351885.4905
MEM 84.062500 1771351885.5908
MEM 84.871094 1771351885.6911
MEM 84.933594 1771351885.7914
MEM 85.605469 1771351885.8917
MEM 86.855469 1771351885.9920
MEM 89.410156 1771351886.0923
MEM 91.921875 1771351886.1925
MEM 95.062500 1771351886.2928
MEM 96.203125 1771351886.3932
MEM 101.406250 1771351886.4934
MEM 106.484375 1771351886.5938
MEM 106.507812 1771351886.6941
MEM 107.109375 1771351886.7943
MEM 107.109375 1771351886.8946
MEM 107.109375 1771351886.9949
MEM 107.171875 1771351887.0952
MEM 107.175781 1771351887.1955
MEM 107.175781 1771351887.2957
MEM 107.175781 1771351887.3960
MEM 107.175781 1771351887.4963
MEM 107.175781 1771351887.5965
MEM 107.527344 1771351887.6968
MEM 107.527344 1771351887.7971
MEM 107.527344 1771351887.8974
MEM 110.710938 1771351887.9977
MEM 112.511719 1771351888.0981
MEM 113.929688 1771351888.1984
MEM 118.503906 1771351888.2987
MEM 118.855469 1771351888.3990
MEM 119.613281 1771351888.4993
MEM 119.757812 1771351888.5995
MEM 120.000000 1771351888.6998
MEM 120.738281 1771351888.8001
MEM 123.949219 1771351888.9004
MEM 124.238281 1771351889.0008
MEM 124.328125 1771351889.1012
MEM 124.382812 1771351889.2015
MEM 124.425781 1771351889.3018
MEM 122.003906 1771351889.4022
MEM 0.000000 1771351889.5025
