CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.496094 1771351892.5007
MEM 32.007812 1771351892.6012
MEM 50.476562 1771351892.7014
MEM 67.820312 1771351892.8017
MEM 82.390625 1771351892.9019
MEM 90.296875 1771351893.0023
MEM 96.464844 1771351893.1026
MEM 101.753906 1771351893.2029
MEM 102.707031 1771351893.3033
MEM 103.570312 1771351893.4036
MEM 103.617188 1771351893.5039
MEM 103.617188 1771351893.6042
MEM 103.617188 1771351893.7045
MEM 103.617188 1771351893.8049
MEM 103.617188 1771351893.9052
MEM 103.625000 1771351894.0055
MEM 103.628906 1771351894.1059
MEM 103.628906 1771351894.2062
MEM 103.628906 1771351894.3065
MEM 103.628906 1771351894.4068
MEM 103.628906 1771351894.5072
MEM 103.628906 1771351894.6075
MEM 103.628906 1771351894.7079
MEM 103.628906 1771351894.8082
MEM 103.628906 1771351894.9086
MEM 103.636719 1771351895.0089
MEM 103.667969 1771351895.1092
MEM 103.667969 1771351895.2096
MEM 103.671875 1771351895.3099
MEM 103.671875 1771351895.4103
MEM 103.671875 1771351895.5106
MEM 103.671875 1771351895.6109
MEM 103.671875 1771351895.7113
MEM 103.671875 1771351895.8117
MEM 103.671875 1771351895.9121
MEM 103.671875 1771351896.0124
MEM 103.671875 1771351896.1127
MEM 103.671875 1771351896.2131
MEM 103.671875 1771351896.3134
MEM 103.671875 1771351896.4138
MEM 103.671875 1771351896.5141
MEM 103.671875 1771351896.6145
MEM 103.671875 1771351896.7148
MEM 103.671875 1771351896.8151
MEM 103.671875 1771351896.9155
MEM 103.671875 1771351897.0158
MEM 103.679688 1771351897.1161
MEM 103.683594 1771351897.2165
MEM 103.691406 1771351897.3168
MEM 103.699219 1771351897.4171
MEM 103.703125 1771351897.5175
MEM 103.703125 1771351897.6179
MEM 103.703125 1771351897.7182
MEM 103.707031 1771351897.8185
MEM 103.714844 1771351897.9188
MEM 103.718750 1771351898.0192
MEM 103.718750 1771351898.1195
MEM 103.718750 1771351898.2198
MEM 103.726562 1771351898.3202
MEM 103.742188 1771351898.4205
MEM 103.750000 1771351898.5208
MEM 103.761719 1771351898.6212
MEM 103.769531 1771351898.7215
MEM 103.777344 1771351898.8218
MEM 103.785156 1771351898.9222
MEM 103.792969 1771351899.0225
MEM 103.800781 1771351899.1228
MEM 103.808594 1771351899.2232
MEM 103.816406 1771351899.3235
MEM 103.828125 1771351899.4239
MEM 103.832031 1771351899.5242
MEM 103.839844 1771351899.6245
MEM 103.847656 1771351899.7249
MEM 103.859375 1771351899.8252
MEM 103.867188 1771351899.9255
MEM 103.871094 1771351900.0259
MEM 103.882812 1771351900.1262
MEM 103.890625 1771351900.2265
MEM 103.898438 1771351900.3268
MEM 103.902344 1771351900.4271
MEM 103.910156 1771351900.5274
MEM 103.925781 1771351900.6278
MEM 103.925781 1771351900.7281
MEM 103.937500 1771351900.8284
MEM 103.949219 1771351900.9287
MEM 103.953125 1771351901.0291
MEM 103.964844 1771351901.1294
MEM 103.968750 1771351901.2297
MEM 103.976562 1771351901.3301
MEM 103.984375 1771351901.4304
MEM 103.992188 1771351901.5307
MEM 104.003906 1771351901.6310
MEM 104.011719 1771351901.7313
MEM 104.019531 1771351901.8316
MEM 104.027344 1771351901.9319
MEM 104.035156 1771351902.0323
MEM 104.042969 1771351902.1326
MEM 104.050781 1771351902.2329
MEM 104.058594 1771351902.3333
MEM 104.062500 1771351902.4336
MEM 103.117188 1771351902.5340
