CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.265625 1771348934.0952
MEM 26.683594 1771348934.1954
MEM 29.992188 1771348934.2956
MEM 32.914062 1771348934.3958
MEM 35.761719 1771348934.4961
MEM 43.886719 1771348934.5963
MEM 49.394531 1771348934.6966
MEM 51.265625 1771348934.7968
MEM 60.199219 1771348934.8971
MEM 71.339844 1771348934.9973
MEM 72.144531 1771348935.0976
MEM 73.035156 1771348935.1978
MEM 83.339844 1771348935.2982
MEM 84.214844 1771348935.3985
MEM 84.832031 1771348935.4987
MEM 85.320312 1771348935.5990
MEM 86.812500 1771348935.6992
MEM 89.179688 1771348935.7994
MEM 91.875000 1771348935.8997
MEM 93.691406 1771348935.9999
MEM 96.523438 1771348936.1002
MEM 102.738281 1771348936.2004
MEM 106.453125 1771348936.3007
MEM 106.464844 1771348936.4009
MEM 107.066406 1771348936.5012
MEM 107.484375 1771348936.6014
MEM 110.679688 1771348936.7016
MEM 112.484375 1771348936.8018
MEM 113.902344 1771348936.9021
MEM 118.488281 1771348937.0023
MEM 119.566406 1771348937.1025
MEM 119.605469 1771348937.2028
MEM 119.949219 1771348937.3030
MEM 120.789062 1771348937.4033
MEM 123.910156 1771348937.5035
MEM 124.191406 1771348937.6037
MEM 124.273438 1771348937.7039
MEM 124.320312 1771348937.8041
MEM 124.363281 1771348937.9044
MEM 122.070312 1771348938.0047
