CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1785787145.2471
MEM 29.167969 1785787145.3473
MEM 47.593750 1785787145.4483
MEM 54.664062 1785787145.5485
MEM 64.234375 1785787145.6488
MEM 78.707031 1785787145.7490
MEM 88.332031 1785787145.8493
MEM 90.726562 1785787145.9495
MEM 90.726562 1785787146.0498
MEM 90.726562 1785787146.1500
MEM 90.726562 1785787146.2503
MEM 90.726562 1785787146.3506
MEM 90.726562 1785787146.4509
MEM 90.726562 1785787146.5511
MEM 97.238281 1785787146.6513
MEM 97.933594 1785787146.7516
MEM 97.941406 1785787146.8518
MEM 98.421875 1785787146.9520
MEM 104.632812 1785787147.0523
MEM 108.914062 1785787147.1526
MEM 111.410156 1785787147.2529
MEM 115.460938 1785787147.3531
MEM 116.113281 1785787147.4534
MEM 116.195312 1785787147.5537
MEM 116.289062 1785787147.6540
MEM 0.000000 1785787147.7543
