CMDLINE /opt/hostedtoolcache/Python/3.12.14/x64/bin/python /home/runner/work/pykappa/pykappa/profiling/profile.py --run heterodimerization_small
MEM 0.492188 1790084578.2713
MEM 25.550781 1790084578.3716
MEM 49.878906 1790084578.4718
MEM 51.816406 1790084578.5720
MEM 71.058594 1790084578.6723
MEM 74.156250 1790084578.7725
MEM 83.746094 1790084578.8728
MEM 90.667969 1790084578.9729
MEM 91.550781 1790084579.0733
MEM 91.550781 1790084579.1735
MEM 93.125000 1790084579.2737
MEM 93.308594 1790084579.3740
MEM 93.308594 1790084579.4743
MEM 93.308594 1790084579.5745
MEM 93.312500 1790084579.6748
MEM 93.312500 1790084579.7750
MEM 93.312500 1790084579.8754
MEM 93.312500 1790084579.9758
MEM 93.312500 1790084580.0762
MEM 93.312500 1790084580.1765
MEM 93.312500 1790084580.2768
MEM 93.312500 1790084580.3770
MEM 96.250000 1790084580.4773
MEM 102.789062 1790084580.5775
MEM 106.718750 1790084580.6777
MEM 109.019531 1790084580.7779
MEM 110.085938 1790084580.8783
MEM 110.312500 1790084580.9787
MEM 110.382812 1790084581.0790
MEM 107.472656 1790084581.1794
