CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.453125 1774643409.9370
MEM 26.058594 1774643410.0373
MEM 33.878906 1774643410.1376
MEM 38.261719 1774643410.2379
MEM 46.496094 1774643410.3382
MEM 59.937500 1774643410.4386
MEM 75.164062 1774643410.5389
MEM 88.902344 1774643410.6392
MEM 96.035156 1774643410.7395
MEM 96.644531 1774643410.8398
MEM 96.761719 1774643410.9401
MEM 96.773438 1774643411.0405
MEM 96.773438 1774643411.1407
MEM 96.773438 1774643411.2410
MEM 97.519531 1774643411.3414
MEM 97.523438 1774643411.4416
MEM 97.523438 1774643411.5419
MEM 97.523438 1774643411.6423
MEM 97.523438 1774643411.7426
MEM 97.523438 1774643411.8429
MEM 97.523438 1774643411.9433
MEM 100.480469 1774643412.0436
MEM 105.781250 1774643412.1439
MEM 109.351562 1774643412.2442
MEM 110.316406 1774643412.3446
MEM 113.847656 1774643412.4449
MEM 114.593750 1774643412.5452
MEM 114.867188 1774643412.6456
MEM 114.996094 1774643412.7459
MEM 115.250000 1774643412.8463
MEM 115.277344 1774643412.9467
MEM 113.355469 1774643413.0471
