CMDLINE /opt/hostedtoolcache/Python/3.12.12/x64/bin/python profile_heterodimerization_small.py
MEM 0.265625 1773084664.7664
MEM 26.191406 1773084664.8666
MEM 33.882812 1773084664.9669
MEM 43.269531 1773084665.0671
MEM 52.378906 1773084665.1673
MEM 63.699219 1773084665.2675
MEM 79.101562 1773084665.3678
MEM 93.066406 1773084665.4681
MEM 96.785156 1773084665.5683
MEM 96.789062 1773084665.6686
MEM 97.046875 1773084665.7688
MEM 97.046875 1773084665.8690
MEM 99.824219 1773084665.9692
MEM 105.078125 1773084666.0695
MEM 109.039062 1773084666.1698
MEM 110.421875 1773084666.2700
MEM 112.843750 1773084666.3703
MEM 114.570312 1773084666.4705
MEM 114.777344 1773084666.5708
MEM 114.902344 1773084666.6710
MEM 114.980469 1773084666.7713
MEM 115.007812 1773084666.8716
MEM 110.160156 1773084666.9720
