CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1783615567.7231
MEM 26.246094 1783615567.8234
MEM 37.300781 1783615567.9236
MEM 51.304688 1783615568.0239
MEM 54.613281 1783615568.1242
MEM 56.218750 1783615568.2245
MEM 68.597656 1783615568.3249
MEM 77.074219 1783615568.4252
MEM 81.289062 1783615568.5255
MEM 87.500000 1783615568.6259
MEM 88.011719 1783615568.7262
MEM 90.464844 1783615568.8265
MEM 96.843750 1783615568.9268
MEM 96.835938 1783615569.0272
MEM 96.835938 1783615569.1275
MEM 96.835938 1783615569.2279
MEM 96.835938 1783615569.3283
MEM 96.835938 1783615569.4286
MEM 97.312500 1783615569.5289
MEM 97.574219 1783615569.6292
MEM 97.679688 1783615569.7295
MEM 97.679688 1783615569.8298
MEM 97.679688 1783615569.9302
MEM 97.679688 1783615570.0305
MEM 97.679688 1783615570.1308
MEM 97.683594 1783615570.2312
MEM 97.687500 1783615570.3315
MEM 97.687500 1783615570.4318
MEM 97.687500 1783615570.5321
MEM 97.687500 1783615570.6325
MEM 97.687500 1783615570.7328
MEM 97.687500 1783615570.8332
MEM 97.687500 1783615570.9336
MEM 97.687500 1783615571.0339
MEM 97.687500 1783615571.1343
MEM 97.687500 1783615571.2347
MEM 97.687500 1783615571.3350
MEM 97.687500 1783615571.4354
MEM 97.687500 1783615571.5357
MEM 97.687500 1783615571.6360
MEM 97.687500 1783615571.7364
MEM 97.687500 1783615571.8367
MEM 97.687500 1783615571.9370
MEM 97.687500 1783615572.0374
MEM 97.687500 1783615572.1377
MEM 97.687500 1783615572.2381
MEM 97.687500 1783615572.3384
MEM 97.687500 1783615572.4387
MEM 97.687500 1783615572.5390
MEM 97.687500 1783615572.6393
MEM 97.687500 1783615572.7397
MEM 97.687500 1783615572.8401
MEM 97.687500 1783615572.9405
MEM 97.687500 1783615573.0408
MEM 97.687500 1783615573.1412
MEM 97.687500 1783615573.2415
MEM 97.687500 1783615573.3418
MEM 97.687500 1783615573.4422
MEM 98.324219 1783615573.5425
MEM 103.863281 1783615573.6428
MEM 106.765625 1783615573.7432
MEM 110.628906 1783615573.8435
MEM 111.617188 1783615573.9439
MEM 115.398438 1783615574.0444
MEM 115.773438 1783615574.1447
MEM 115.929688 1783615574.2450
MEM 116.007812 1783615574.3454
MEM 116.230469 1783615574.4457
MEM 116.257812 1783615574.5461
MEM 0.000000 1783615574.6464
