CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.265625 1771122730.5009
MEM 32.425781 1771122730.6012
MEM 51.722656 1771122730.7014
MEM 69.386719 1771122730.8016
MEM 84.667969 1771122730.9019
MEM 92.152344 1771122731.0022
MEM 97.539062 1771122731.1025
MEM 102.281250 1771122731.2027
MEM 102.898438 1771122731.3030
MEM 103.792969 1771122731.4033
MEM 103.839844 1771122731.5035
MEM 103.851562 1771122731.6037
MEM 103.851562 1771122731.7039
MEM 103.851562 1771122731.8042
MEM 103.851562 1771122731.9044
MEM 103.851562 1771122732.0045
MEM 103.851562 1771122732.1047
MEM 103.851562 1771122732.2050
MEM 103.851562 1771122732.3052
MEM 103.851562 1771122732.4055
MEM 103.851562 1771122732.5057
MEM 103.851562 1771122732.6059
MEM 103.851562 1771122732.7062
MEM 103.851562 1771122732.8064
MEM 103.851562 1771122732.9066
MEM 103.851562 1771122733.0068
MEM 103.859375 1771122733.1071
MEM 103.859375 1771122733.2073
MEM 103.863281 1771122733.3075
MEM 103.863281 1771122733.4078
MEM 103.867188 1771122733.5080
MEM 103.867188 1771122733.6083
MEM 103.867188 1771122733.7085
MEM 103.875000 1771122733.8087
MEM 103.875000 1771122733.9089
MEM 103.875000 1771122734.0092
MEM 103.878906 1771122734.1094
MEM 103.878906 1771122734.2097
MEM 103.878906 1771122734.3099
MEM 103.878906 1771122734.4102
MEM 103.886719 1771122734.5104
MEM 103.890625 1771122734.6106
MEM 103.890625 1771122734.7109
MEM 103.890625 1771122734.8111
MEM 103.894531 1771122734.9113
MEM 103.898438 1771122735.0116
MEM 103.898438 1771122735.1118
MEM 103.898438 1771122735.2120
MEM 103.902344 1771122735.3122
MEM 103.902344 1771122735.4125
MEM 103.910156 1771122735.5127
MEM 103.914062 1771122735.6130
MEM 103.921875 1771122735.7132
MEM 103.929688 1771122735.8135
MEM 103.937500 1771122735.9138
MEM 103.949219 1771122736.0140
MEM 103.957031 1771122736.1142
MEM 103.960938 1771122736.2145
MEM 103.968750 1771122736.3147
MEM 103.980469 1771122736.4149
MEM 103.988281 1771122736.5152
MEM 103.996094 1771122736.6154
MEM 104.007812 1771122736.7156
MEM 104.011719 1771122736.8158
MEM 104.019531 1771122736.9161
MEM 104.027344 1771122737.0165
MEM 104.035156 1771122737.1168
MEM 104.046875 1771122737.2171
MEM 104.050781 1771122737.3174
MEM 104.058594 1771122737.4177
MEM 104.070312 1771122737.5180
MEM 104.074219 1771122737.6183
MEM 104.085938 1771122737.7186
MEM 104.093750 1771122737.8189
MEM 104.097656 1771122737.9192
MEM 104.105469 1771122738.0195
MEM 104.113281 1771122738.1198
MEM 104.121094 1771122738.2201
MEM 104.128906 1771122738.3204
MEM 104.132812 1771122738.4207
MEM 104.140625 1771122738.5210
MEM 104.152344 1771122738.6214
MEM 104.160156 1771122738.7217
MEM 104.167969 1771122738.8220
MEM 104.179688 1771122738.9223
MEM 104.183594 1771122739.0225
MEM 104.191406 1771122739.1228
MEM 104.203125 1771122739.2231
MEM 104.207031 1771122739.3235
MEM 104.214844 1771122739.4237
MEM 104.226562 1771122739.5240
MEM 104.230469 1771122739.6243
MEM 104.242188 1771122739.7245
MEM 104.250000 1771122739.8248
MEM 104.257812 1771122739.9250
MEM 104.265625 1771122740.0252
MEM 104.277344 1771122740.1255
MEM 104.281250 1771122740.2257
MEM 104.289062 1771122740.3259
MEM 104.292969 1771122740.4262
