CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_uni_bi_small.py
MEM 0.492188 1771122752.0980
MEM 32.441406 1771122752.1983
MEM 52.132812 1771122752.2985
MEM 69.617188 1771122752.3988
MEM 84.625000 1771122752.4990
MEM 92.113281 1771122752.5993
MEM 97.500000 1771122752.6995
MEM 102.199219 1771122752.7998
MEM 102.871094 1771122752.9001
MEM 105.468750 1771122753.0003
MEM 105.546875 1771122753.1006
MEM 105.734375 1771122753.2008
MEM 105.808594 1771122753.3010
MEM 105.851562 1771122753.4013
MEM 105.859375 1771122753.5015
MEM 105.859375 1771122753.6017
MEM 105.859375 1771122753.7019
MEM 105.859375 1771122753.8022
MEM 105.871094 1771122753.9024
MEM 105.871094 1771122754.0026
MEM 105.871094 1771122754.1029
MEM 105.871094 1771122754.2031
MEM 105.871094 1771122754.3033
MEM 105.871094 1771122754.4035
MEM 105.871094 1771122754.5037
MEM 105.878906 1771122754.6040
MEM 105.878906 1771122754.7042
MEM 105.886719 1771122754.8044
MEM 105.886719 1771122754.9046
MEM 105.886719 1771122755.0048
MEM 105.906250 1771122755.1051
MEM 105.906250 1771122755.2053
MEM 105.914062 1771122755.3055
MEM 105.914062 1771122755.4058
MEM 105.914062 1771122755.5060
MEM 105.914062 1771122755.6062
MEM 105.914062 1771122755.7065
MEM 105.914062 1771122755.8067
MEM 105.914062 1771122755.9069
MEM 105.917969 1771122756.0071
MEM 105.917969 1771122756.1073
MEM 105.917969 1771122756.2075
MEM 105.917969 1771122756.3078
MEM 105.921875 1771122756.4080
MEM 105.921875 1771122756.5083
MEM 105.921875 1771122756.6085
MEM 105.921875 1771122756.7087
MEM 105.925781 1771122756.8089
MEM 105.925781 1771122756.9092
MEM 105.925781 1771122757.0094
MEM 105.925781 1771122757.1096
MEM 105.925781 1771122757.2099
MEM 105.929688 1771122757.3101
MEM 105.929688 1771122757.4103
MEM 105.929688 1771122757.5106
MEM 105.929688 1771122757.6108
MEM 105.929688 1771122757.7110
MEM 105.933594 1771122757.8113
MEM 105.933594 1771122757.9115
MEM 105.933594 1771122758.0117
MEM 105.933594 1771122758.1119
MEM 105.933594 1771122758.2122
MEM 105.933594 1771122758.3124
MEM 105.937500 1771122758.4127
MEM 105.937500 1771122758.5129
MEM 105.937500 1771122758.6132
MEM 105.937500 1771122758.7134
MEM 105.937500 1771122758.8136
MEM 105.937500 1771122758.9138
MEM 105.937500 1771122759.0140
MEM 105.945312 1771122759.1143
MEM 105.949219 1771122759.2145
MEM 105.953125 1771122759.3147
MEM 105.953125 1771122759.4149
MEM 105.953125 1771122759.5152
MEM 105.953125 1771122759.6155
MEM 105.953125 1771122759.7157
MEM 105.953125 1771122759.8159
MEM 105.957031 1771122759.9161
MEM 105.957031 1771122760.0163
MEM 105.957031 1771122760.1166
MEM 105.957031 1771122760.2168
MEM 105.957031 1771122760.3170
MEM 105.957031 1771122760.4172
