CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.128906 1764018278.1758
MEM 26.671875 1764018278.2761
MEM 28.472656 1764018278.3763
MEM 30.015625 1764018278.4766
MEM 30.640625 1764018278.5768
MEM 32.699219 1764018278.6771
MEM 33.953125 1764018278.7773
MEM 35.996094 1764018278.8775
MEM 43.769531 1764018278.9786
MEM 44.226562 1764018279.0788
MEM 49.480469 1764018279.1790
MEM 51.281250 1764018279.2793
MEM 57.925781 1764018279.3796
MEM 63.144531 1764018279.4798
MEM 71.488281 1764018279.5801
MEM 72.148438 1764018279.6803
MEM 74.984375 1764018279.7806
MEM 83.152344 1764018279.8809
MEM 84.746094 1764018279.9811
MEM 84.746094 1764018280.0814
MEM 85.312500 1764018280.1817
MEM 86.722656 1764018280.2820
MEM 88.820312 1764018280.3822
MEM 91.554688 1764018280.4825
MEM 93.378906 1764018280.5828
MEM 94.765625 1764018280.6831
MEM 96.242188 1764018280.7833
MEM 102.000000 1764018280.8836
MEM 106.195312 1764018280.9839
MEM 106.195312 1764018281.0842
MEM 106.195312 1764018281.1845
MEM 106.773438 1764018281.2847
MEM 106.773438 1764018281.3849
MEM 106.773438 1764018281.4851
MEM 106.906250 1764018281.5854
MEM 106.906250 1764018281.6856
MEM 106.906250 1764018281.7859
MEM 106.906250 1764018281.8861
MEM 106.906250 1764018281.9863
MEM 106.906250 1764018282.0866
MEM 106.906250 1764018282.1868
MEM 106.906250 1764018282.2870
MEM 106.906250 1764018282.3872
MEM 106.906250 1764018282.4875
MEM 106.906250 1764018282.5877
MEM 107.167969 1764018282.6880
MEM 107.167969 1764018282.7882
MEM 107.167969 1764018282.8885
MEM 107.167969 1764018282.9887
MEM 107.167969 1764018283.0889
MEM 107.167969 1764018283.1892
MEM 107.167969 1764018283.2895
MEM 110.406250 1764018283.3897
MEM 112.156250 1764018283.4900
MEM 113.531250 1764018283.5902
MEM 118.156250 1764018283.6906
MEM 119.281250 1764018283.7908
MEM 119.406250 1764018283.8911
MEM 119.656250 1764018283.9914
MEM 120.281250 1764018284.0916
MEM 123.531250 1764018284.1919
MEM 123.906250 1764018284.2922
MEM 123.906250 1764018284.3925
MEM 124.031250 1764018284.4927
MEM 124.031250 1764018284.5931
MEM 122.226562 1764018284.6934
