CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.281250 1764018287.6286
MEM 32.503906 1764018287.7289
MEM 52.089844 1764018287.8291
MEM 69.636719 1764018287.9293
MEM 84.808594 1764018288.0296
MEM 92.242188 1764018288.1299
MEM 97.492188 1764018288.2302
MEM 102.417969 1764018288.3304
MEM 103.042969 1764018288.4308
MEM 103.917969 1764018288.5311
MEM 103.917969 1764018288.6313
MEM 103.917969 1764018288.7315
MEM 103.917969 1764018288.8318
MEM 103.917969 1764018288.9320
MEM 103.917969 1764018289.0323
MEM 103.917969 1764018289.1326
MEM 103.917969 1764018289.2328
MEM 103.917969 1764018289.3331
MEM 103.917969 1764018289.4333
MEM 103.917969 1764018289.5336
MEM 103.917969 1764018289.6339
MEM 103.917969 1764018289.7342
MEM 103.917969 1764018289.8345
MEM 103.917969 1764018289.9347
MEM 103.917969 1764018290.0349
MEM 103.917969 1764018290.1352
MEM 103.917969 1764018290.2355
MEM 103.917969 1764018290.3357
MEM 103.917969 1764018290.4360
MEM 103.917969 1764018290.5363
MEM 103.917969 1764018290.6366
MEM 103.917969 1764018290.7368
MEM 103.917969 1764018290.8371
MEM 103.917969 1764018290.9374
MEM 103.917969 1764018291.0377
MEM 103.917969 1764018291.1379
MEM 104.042969 1764018291.2382
MEM 104.042969 1764018291.3385
MEM 104.042969 1764018291.4387
MEM 104.042969 1764018291.5390
MEM 104.042969 1764018291.6393
MEM 104.042969 1764018291.7395
MEM 104.042969 1764018291.8397
MEM 104.042969 1764018291.9400
MEM 104.042969 1764018292.0403
MEM 104.042969 1764018292.1406
MEM 104.042969 1764018292.2409
MEM 104.042969 1764018292.3412
MEM 104.042969 1764018292.4415
MEM 104.042969 1764018292.5417
MEM 104.042969 1764018292.6420
MEM 104.042969 1764018292.7423
MEM 104.042969 1764018292.8426
MEM 104.042969 1764018292.9428
MEM 104.042969 1764018293.0431
MEM 104.042969 1764018293.1433
MEM 104.042969 1764018293.2436
MEM 104.042969 1764018293.3439
MEM 104.042969 1764018293.4442
MEM 104.042969 1764018293.5444
MEM 104.042969 1764018293.6447
MEM 104.042969 1764018293.7449
MEM 104.042969 1764018293.8452
MEM 104.042969 1764018293.9455
MEM 104.167969 1764018294.0457
MEM 104.167969 1764018294.1460
MEM 104.167969 1764018294.2462
MEM 104.167969 1764018294.3465
MEM 104.167969 1764018294.4468
MEM 104.167969 1764018294.5471
MEM 104.167969 1764018294.6473
MEM 104.167969 1764018294.7475
MEM 104.167969 1764018294.8478
MEM 104.167969 1764018294.9481
MEM 104.167969 1764018295.0484
MEM 104.167969 1764018295.1487
MEM 104.167969 1764018295.2490
MEM 104.167969 1764018295.3492
MEM 104.167969 1764018295.4495
MEM 104.292969 1764018295.5498
MEM 104.292969 1764018295.6501
MEM 104.292969 1764018295.7505
MEM 104.292969 1764018295.8507
MEM 104.292969 1764018295.9509
MEM 104.292969 1764018296.0511
MEM 104.292969 1764018296.1514
MEM 104.292969 1764018296.2517
MEM 104.292969 1764018296.3520
MEM 104.292969 1764018296.4523
MEM 104.292969 1764018296.5525
MEM 104.292969 1764018296.6527
MEM 104.292969 1764018296.7530
MEM 104.292969 1764018296.8533
MEM 104.292969 1764018296.9536
MEM 104.417969 1764018297.0538
MEM 104.417969 1764018297.1541
MEM 104.417969 1764018297.2543
MEM 104.417969 1764018297.3546
MEM 103.484375 1764018297.4550
