CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1783692775.4251
MEM 26.199219 1783692775.5254
MEM 41.531250 1783692775.6259
MEM 54.742188 1783692775.7289
MEM 63.675781 1783692775.8292
MEM 77.285156 1783692775.9294
MEM 87.734375 1783692776.0297
MEM 92.675781 1783692776.1300
MEM 97.609375 1783692776.2303
MEM 97.781250 1783692776.3305
MEM 97.871094 1783692776.4309
MEM 97.875000 1783692776.5311
MEM 97.878906 1783692776.6314
MEM 97.878906 1783692776.7317
MEM 97.878906 1783692776.8320
MEM 97.878906 1783692776.9322
MEM 97.878906 1783692777.0326
MEM 97.878906 1783692777.1329
MEM 97.878906 1783692777.2332
MEM 97.878906 1783692777.3335
MEM 98.000000 1783692777.4338
MEM 100.753906 1783692777.5341
MEM 105.863281 1783692777.6344
MEM 109.332031 1783692777.7347
MEM 111.250000 1783692777.8349
MEM 114.886719 1783692777.9353
MEM 115.601562 1783692778.0356
MEM 115.968750 1783692778.1359
MEM 116.023438 1783692778.2363
MEM 116.097656 1783692778.3366
MEM 116.136719 1783692778.4370
MEM 114.441406 1783692778.5373
