CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.496094 1771447796.0929
MEM 31.511719 1771447796.1946
MEM 50.679688 1771447796.2949
MEM 67.972656 1771447796.3951
MEM 82.515625 1771447796.4954
MEM 90.972656 1771447796.5957
MEM 96.835938 1771447796.6960
MEM 102.070312 1771447796.7964
MEM 102.808594 1771447796.8968
MEM 103.691406 1771447796.9971
MEM 103.730469 1771447797.0975
MEM 103.730469 1771447797.1978
MEM 103.730469 1771447797.2982
MEM 103.730469 1771447797.3985
MEM 103.730469 1771447797.4988
MEM 103.730469 1771447797.5992
MEM 103.742188 1771447797.6995
MEM 103.742188 1771447797.7999
MEM 103.742188 1771447797.9002
MEM 103.742188 1771447798.0006
MEM 103.742188 1771447798.1009
MEM 103.742188 1771447798.2013
MEM 103.742188 1771447798.3016
MEM 103.773438 1771447798.4019
MEM 103.773438 1771447798.5023
MEM 103.777344 1771447798.6026
MEM 103.777344 1771447798.7029
MEM 103.781250 1771447798.8033
MEM 103.781250 1771447798.9036
MEM 103.789062 1771447799.0039
MEM 103.789062 1771447799.1043
MEM 103.792969 1771447799.2046
MEM 103.792969 1771447799.3049
MEM 103.792969 1771447799.4053
MEM 103.796875 1771447799.5056
MEM 103.796875 1771447799.6060
MEM 103.796875 1771447799.7063
MEM 103.796875 1771447799.8067
MEM 103.804688 1771447799.9070
MEM 103.804688 1771447800.0073
MEM 103.804688 1771447800.1077
MEM 103.820312 1771447800.2080
MEM 103.832031 1771447800.3083
MEM 103.839844 1771447800.4087
MEM 103.847656 1771447800.5090
MEM 103.851562 1771447800.6093
MEM 103.851562 1771447800.7096
MEM 103.855469 1771447800.8100
MEM 103.855469 1771447800.9103
MEM 103.855469 1771447801.0107
MEM 103.867188 1771447801.1110
MEM 103.878906 1771447801.2113
MEM 103.886719 1771447801.3117
MEM 103.894531 1771447801.4120
MEM 103.898438 1771447801.5123
MEM 103.910156 1771447801.6127
MEM 103.921875 1771447801.7130
MEM 103.929688 1771447801.8134
MEM 103.937500 1771447801.9138
MEM 103.937500 1771447802.0141
MEM 103.949219 1771447802.1145
MEM 103.957031 1771447802.2148
MEM 103.968750 1771447802.3151
MEM 103.980469 1771447802.4155
MEM 103.984375 1771447802.5158
MEM 103.996094 1771447802.6161
MEM 104.003906 1771447802.7164
MEM 104.015625 1771447802.8168
MEM 104.027344 1771447802.9171
MEM 104.035156 1771447803.0175
MEM 104.042969 1771447803.1179
MEM 104.050781 1771447803.2182
MEM 104.062500 1771447803.3185
MEM 104.070312 1771447803.4188
MEM 104.074219 1771447803.5192
MEM 104.085938 1771447803.6195
MEM 104.097656 1771447803.7198
MEM 104.105469 1771447803.8202
MEM 104.117188 1771447803.9205
MEM 104.125000 1771447804.0208
MEM 104.132812 1771447804.1212
MEM 104.140625 1771447804.2216
MEM 104.148438 1771447804.3219
MEM 104.160156 1771447804.4222
MEM 104.167969 1771447804.5226
MEM 104.179688 1771447804.6229
MEM 104.183594 1771447804.7232
MEM 104.195312 1771447804.8236
MEM 104.203125 1771447804.9239
MEM 104.214844 1771447805.0242
MEM 104.222656 1771447805.1246
MEM 103.281250 1771447805.2249
