CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.484375 1771447786.7266
MEM 26.667969 1771447786.8270
MEM 28.535156 1771447786.9273
MEM 29.421875 1771447787.0276
MEM 30.125000 1771447787.1278
MEM 30.125000 1771447787.2282
MEM 30.125000 1771447787.3286
MEM 30.125000 1771447787.4289
MEM 30.125000 1771447787.5292
MEM 30.128906 1771447787.6295
MEM 30.128906 1771447787.7298
MEM 32.847656 1771447787.8301
MEM 33.226562 1771447787.9304
MEM 33.992188 1771447788.0308
MEM 38.601562 1771447788.1311
MEM 44.222656 1771447788.2316
MEM 44.230469 1771447788.3319
MEM 49.347656 1771447788.4322
MEM 51.328125 1771447788.5326
MEM 57.406250 1771447788.6329
MEM 61.320312 1771447788.7332
MEM 71.445312 1771447788.8335
MEM 72.367188 1771447788.9338
MEM 73.281250 1771447789.0341
MEM 83.066406 1771447789.1344
MEM 83.894531 1771447789.2347
MEM 85.363281 1771447789.3350
MEM 85.367188 1771447789.4353
MEM 85.835938 1771447789.5357
MEM 87.375000 1771447789.6360
MEM 87.867188 1771447789.7363
MEM 89.382812 1771447789.8366
MEM 92.425781 1771447789.9369
MEM 95.191406 1771447790.0372
MEM 95.929688 1771447790.1375
MEM 101.917969 1771447790.2379
MEM 105.742188 1771447790.3382
MEM 106.632812 1771447790.4385
MEM 106.632812 1771447790.5388
MEM 107.250000 1771447790.6391
MEM 107.250000 1771447790.7394
MEM 107.316406 1771447790.8398
MEM 107.316406 1771447790.9401
MEM 107.316406 1771447791.0404
MEM 107.316406 1771447791.1407
MEM 107.316406 1771447791.2410
MEM 107.316406 1771447791.3413
MEM 107.316406 1771447791.4416
MEM 107.316406 1771447791.5419
MEM 107.316406 1771447791.6422
MEM 107.656250 1771447791.7425
MEM 110.894531 1771447791.8428
MEM 112.710938 1771447791.9432
MEM 114.078125 1771447792.0435
MEM 118.664062 1771447792.1438
MEM 119.773438 1771447792.2442
MEM 119.812500 1771447792.3445
MEM 120.039062 1771447792.4449
MEM 120.824219 1771447792.5452
MEM 123.980469 1771447792.6456
MEM 124.394531 1771447792.7460
MEM 124.476562 1771447792.8464
MEM 124.554688 1771447792.9467
MEM 124.589844 1771447793.0471
MEM 121.246094 1771447793.1475
