CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1781274294.2763
MEM 26.382812 1781274294.3767
MEM 34.582031 1781274294.4770
MEM 47.046875 1781274294.5788
MEM 61.496094 1781274294.6791
MEM 77.175781 1781274294.7793
MEM 91.894531 1781274294.8796
MEM 95.800781 1781274294.9798
MEM 95.968750 1781274295.0801
MEM 95.972656 1781274295.1803
MEM 95.972656 1781274295.2806
MEM 96.421875 1781274295.3808
MEM 100.769531 1781274295.4810
MEM 105.140625 1781274295.5814
MEM 109.835938 1781274295.6816
MEM 110.742188 1781274295.7819
MEM 114.558594 1781274295.8822
MEM 115.058594 1781274295.9824
MEM 115.367188 1781274296.0827
MEM 115.480469 1781274296.1830
MEM 115.554688 1781274296.2832
MEM 113.679688 1781274296.3835
