CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.261719 1783363382.8227
MEM 26.593750 1783363382.9230
MEM 42.007812 1783363383.0239
MEM 54.742188 1783363383.1241
MEM 64.332031 1783363383.2244
MEM 77.320312 1783363383.3246
MEM 87.753906 1783363383.4249
MEM 92.886719 1783363383.5251
MEM 97.777344 1783363383.6254
MEM 97.890625 1783363383.7255
MEM 97.902344 1783363383.8257
MEM 98.023438 1783363383.9259
MEM 101.335938 1783363384.0261
MEM 105.847656 1783363384.1264
MEM 110.382812 1783363384.2266
MEM 111.347656 1783363384.3269
MEM 114.343750 1783363384.4271
MEM 115.804688 1783363384.5273
MEM 116.019531 1783363384.6275
MEM 116.136719 1783363384.7277
MEM 116.425781 1783363384.8279
MEM 116.496094 1783363384.9282
MEM 114.554688 1783363385.0285
