CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.453125 1771121775.9781
MEM 26.578125 1771121776.0785
MEM 29.843750 1771121776.1787
MEM 32.792969 1771121776.2790
MEM 35.972656 1771121776.3793
MEM 43.890625 1771121776.4801
MEM 48.429688 1771121776.5804
MEM 51.304688 1771121776.6807
MEM 63.402344 1771121776.7810
MEM 71.640625 1771121776.8813
MEM 72.597656 1771121776.9815
MEM 74.238281 1771121777.0818
MEM 84.960938 1771121777.1821
MEM 84.574219 1771121777.2824
MEM 84.605469 1771121777.3827
MEM 86.035156 1771121777.4829
MEM 87.304688 1771121777.5833
MEM 89.628906 1771121777.6835
MEM 92.156250 1771121777.7838
MEM 95.238281 1771121777.8842
MEM 97.707031 1771121777.9844
MEM 105.085938 1771121778.0847
MEM 106.714844 1771121778.1851
MEM 107.433594 1771121778.2853
MEM 107.433594 1771121778.3856
MEM 107.500000 1771121778.4858
MEM 111.023438 1771121778.5861
MEM 112.812500 1771121778.6864
MEM 114.246094 1771121778.7867
MEM 118.812500 1771121778.8871
MEM 119.933594 1771121778.9874
MEM 119.992188 1771121779.0877
MEM 120.316406 1771121779.1880
MEM 121.015625 1771121779.2882
MEM 127.246094 1771121779.3885
MEM 128.386719 1771121779.4888
MEM 128.386719 1771121779.5891
MEM 128.386719 1771121779.6893
MEM 128.398438 1771121779.7896
MEM 128.398438 1771121779.8899
MEM 123.316406 1771121779.9902
