CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.453125 1771121782.9745
MEM 32.496094 1771121783.0762
MEM 51.703125 1771121783.1764
MEM 69.539062 1771121783.2767
MEM 84.660156 1771121783.3770
MEM 92.242188 1771121783.4773
MEM 97.613281 1771121783.5776
MEM 102.378906 1771121783.6779
MEM 103.031250 1771121783.7782
MEM 104.550781 1771121783.8785
MEM 104.609375 1771121783.9788
MEM 104.609375 1771121784.0792
MEM 104.613281 1771121784.1795
MEM 104.617188 1771121784.2798
MEM 104.621094 1771121784.3801
MEM 104.621094 1771121784.4804
MEM 104.621094 1771121784.5807
MEM 104.621094 1771121784.6811
MEM 104.621094 1771121784.7814
MEM 104.621094 1771121784.8817
MEM 104.621094 1771121784.9820
MEM 104.621094 1771121785.0823
MEM 104.625000 1771121785.1826
MEM 104.625000 1771121785.2829
MEM 104.628906 1771121785.3832
MEM 104.628906 1771121785.4834
MEM 104.632812 1771121785.5837
MEM 104.632812 1771121785.6839
MEM 104.636719 1771121785.7842
MEM 104.636719 1771121785.8845
MEM 104.640625 1771121785.9848
MEM 104.640625 1771121786.0851
MEM 104.640625 1771121786.1854
MEM 104.644531 1771121786.2856
MEM 104.644531 1771121786.3858
MEM 104.644531 1771121786.4861
MEM 104.652344 1771121786.5863
MEM 104.656250 1771121786.6866
MEM 104.656250 1771121786.7868
MEM 104.656250 1771121786.8872
MEM 104.660156 1771121786.9875
MEM 104.660156 1771121787.0878
MEM 104.660156 1771121787.1881
MEM 104.664062 1771121787.2883
MEM 104.667969 1771121787.3885
MEM 104.667969 1771121787.4887
MEM 104.667969 1771121787.5890
MEM 104.667969 1771121787.6893
MEM 104.671875 1771121787.7896
MEM 104.675781 1771121787.8899
MEM 104.675781 1771121787.9902
MEM 104.675781 1771121788.0906
MEM 104.675781 1771121788.1909
MEM 104.683594 1771121788.2911
MEM 104.683594 1771121788.3914
MEM 104.683594 1771121788.4916
MEM 104.687500 1771121788.5918
MEM 104.687500 1771121788.6922
MEM 104.691406 1771121788.7925
MEM 104.691406 1771121788.8928
MEM 104.691406 1771121788.9931
MEM 104.695312 1771121789.0933
MEM 104.695312 1771121789.1936
MEM 104.695312 1771121789.2938
MEM 104.695312 1771121789.3941
MEM 104.699219 1771121789.4943
MEM 104.699219 1771121789.5946
MEM 104.699219 1771121789.6948
MEM 104.703125 1771121789.7951
MEM 104.703125 1771121789.8953
MEM 104.703125 1771121789.9956
MEM 104.703125 1771121790.0959
MEM 104.707031 1771121790.1961
MEM 104.710938 1771121790.2963
MEM 104.710938 1771121790.3965
MEM 104.714844 1771121790.4968
MEM 104.714844 1771121790.5971
MEM 104.714844 1771121790.6973
MEM 104.714844 1771121790.7976
MEM 104.714844 1771121790.8979
MEM 104.722656 1771121790.9982
MEM 104.722656 1771121791.0985
MEM 104.726562 1771121791.1987
MEM 104.726562 1771121791.2990
MEM 104.726562 1771121791.3993
MEM 104.730469 1771121791.4995
MEM 104.730469 1771121791.5997
MEM 104.730469 1771121791.7000
MEM 104.734375 1771121791.8003
MEM 104.738281 1771121791.9006
MEM 104.738281 1771121792.0009
MEM 104.738281 1771121792.1013
MEM 104.742188 1771121792.2016
MEM 104.742188 1771121792.3018
MEM 104.746094 1771121792.4022
MEM 104.746094 1771121792.5025
MEM 104.746094 1771121792.6028
MEM 104.746094 1771121792.7032
MEM 104.746094 1771121792.8035
