CMDLINE /opt/hostedtoolcache/Python/3.12.13/x64/bin/python profile_heterodimerization_small.py
MEM 0.257812 1781796693.0197
MEM 26.199219 1781796693.1200
MEM 41.031250 1781796693.2203
MEM 53.851562 1781796693.3212
MEM 63.625000 1781796693.4215
MEM 77.738281 1781796693.5218
MEM 90.007812 1781796693.6221
MEM 97.097656 1781796693.7224
MEM 97.101562 1781796693.8227
MEM 97.183594 1781796693.9229
MEM 97.183594 1781796694.0232
MEM 97.183594 1781796694.1235
MEM 97.183594 1781796694.2237
MEM 97.183594 1781796694.3239
MEM 97.308594 1781796694.4242
MEM 100.898438 1781796694.5245
MEM 105.265625 1781796694.6248
MEM 109.902344 1781796694.7251
MEM 110.898438 1781796694.8254
MEM 114.878906 1781796694.9257
MEM 115.417969 1781796695.0261
MEM 115.582031 1781796695.1264
MEM 115.660156 1781796695.2267
MEM 115.699219 1781796695.3270
MEM 115.769531 1781796695.4274
MEM 111.890625 1781796695.5277
