CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_ktam.py
MEM 0.433594 1767720883.3245
MEM 33.027344 1767720883.4276
MEM 52.601562 1767720883.5279
MEM 69.824219 1767720883.6281
MEM 84.535156 1767720883.7283
MEM 92.046875 1767720883.8286
MEM 97.421875 1767720883.9289
MEM 102.039062 1767720884.0292
MEM 102.664062 1767720884.1295
MEM 103.539062 1767720884.2298
MEM 103.539062 1767720884.3301
MEM 103.539062 1767720884.4304
MEM 103.539062 1767720884.5306
MEM 103.539062 1767720884.6309
MEM 103.539062 1767720884.7312
MEM 103.539062 1767720884.8315
MEM 103.539062 1767720884.9318
MEM 103.539062 1767720885.0320
MEM 103.539062 1767720885.1323
MEM 103.539062 1767720885.2326
MEM 103.539062 1767720885.3329
MEM 103.539062 1767720885.4331
MEM 103.539062 1767720885.5335
MEM 103.539062 1767720885.6337
MEM 103.539062 1767720885.7340
MEM 103.539062 1767720885.8343
MEM 103.539062 1767720885.9346
MEM 103.539062 1767720886.0349
MEM 103.539062 1767720886.1352
MEM 103.539062 1767720886.2354
MEM 103.539062 1767720886.3357
MEM 103.539062 1767720886.4360
MEM 103.539062 1767720886.5363
MEM 103.539062 1767720886.6366
MEM 103.539062 1767720886.7369
MEM 103.539062 1767720886.8371
MEM 103.539062 1767720886.9375
MEM 103.539062 1767720887.0377
MEM 103.539062 1767720887.1380
MEM 103.539062 1767720887.2382
MEM 103.539062 1767720887.3385
MEM 103.539062 1767720887.4388
MEM 103.539062 1767720887.5391
MEM 103.539062 1767720887.6394
MEM 103.539062 1767720887.7397
MEM 103.539062 1767720887.8400
MEM 103.539062 1767720887.9402
MEM 103.664062 1767720888.0405
MEM 103.664062 1767720888.1408
MEM 103.664062 1767720888.2411
MEM 103.664062 1767720888.3414
MEM 103.664062 1767720888.4418
MEM 103.664062 1767720888.5421
MEM 103.664062 1767720888.6423
MEM 103.664062 1767720888.7426
MEM 103.664062 1767720888.8429
MEM 103.664062 1767720888.9432
MEM 103.664062 1767720889.0435
MEM 103.664062 1767720889.1437
MEM 103.664062 1767720889.2440
MEM 103.664062 1767720889.3442
MEM 103.664062 1767720889.4445
MEM 103.664062 1767720889.5448
MEM 103.664062 1767720889.6451
MEM 103.664062 1767720889.7454
MEM 103.789062 1767720889.8457
MEM 103.789062 1767720889.9459
MEM 103.789062 1767720890.0462
MEM 103.789062 1767720890.1465
MEM 103.789062 1767720890.2468
MEM 103.789062 1767720890.3471
MEM 103.789062 1767720890.4473
MEM 103.789062 1767720890.5476
MEM 103.789062 1767720890.6479
MEM 103.789062 1767720890.7481
MEM 103.789062 1767720890.8485
MEM 103.789062 1767720890.9487
MEM 103.789062 1767720891.0490
MEM 103.789062 1767720891.1493
MEM 103.789062 1767720891.2496
MEM 103.789062 1767720891.3498
MEM 103.914062 1767720891.4501
MEM 103.914062 1767720891.5503
MEM 103.914062 1767720891.6506
MEM 103.914062 1767720891.7509
MEM 103.914062 1767720891.8511
MEM 103.914062 1767720891.9515
MEM 103.914062 1767720892.0517
MEM 103.914062 1767720892.1520
MEM 103.914062 1767720892.2522
MEM 103.914062 1767720892.3525
MEM 103.914062 1767720892.4528
MEM 103.914062 1767720892.5530
MEM 103.914062 1767720892.6533
MEM 103.914062 1767720892.7536
MEM 103.914062 1767720892.8539
MEM 103.093750 1767720892.9542
