CMDLINE /home/runner/work/pykappa/pykappa/.venv/bin/python profile_heterodimerization_small.py
MEM 0.128906 1767720876.2426
MEM 26.683594 1767720876.3428
MEM 30.007812 1767720876.4431
MEM 33.132812 1767720876.5434
MEM 34.378906 1767720876.6437
MEM 42.523438 1767720876.7440
MEM 44.203125 1767720876.8443
MEM 49.523438 1767720876.9446
MEM 57.312500 1767720877.0448
MEM 63.468750 1767720877.1451
MEM 71.898438 1767720877.2454
MEM 72.382812 1767720877.3457
MEM 74.175781 1767720877.4460
MEM 85.230469 1767720877.5464
MEM 84.652344 1767720877.6467
MEM 84.777344 1767720877.7469
MEM 86.125000 1767720877.8472
MEM 87.421875 1767720877.9476
MEM 89.382812 1767720878.0479
MEM 92.078125 1767720878.1482
MEM 95.097656 1767720878.2485
MEM 97.171875 1767720878.3488
MEM 103.941406 1767720878.4490
MEM 106.605469 1767720878.5494
MEM 107.031250 1767720878.6496
MEM 107.179688 1767720878.7498
MEM 107.179688 1767720878.8501
MEM 107.601562 1767720878.9503
MEM 111.445312 1767720879.0506
MEM 112.570312 1767720879.1509
MEM 118.445312 1767720879.2512
MEM 118.945312 1767720879.3515
MEM 119.695312 1767720879.4518
MEM 119.820312 1767720879.5522
MEM 120.445312 1767720879.6525
MEM 121.445312 1767720879.7527
MEM 124.195312 1767720879.8530
MEM 124.320312 1767720879.9533
MEM 124.445312 1767720880.0536
MEM 124.445312 1767720880.1539
MEM 124.570312 1767720880.2542
MEM 122.152344 1767720880.3546
